Sample 1	Sample 2	Matches	Mismatches	Jaccard Index	Mash-like distance	SNPs	SNP distance
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_44c_Rb_S180_L004_ksize_15	4134	32166	0.113884	0.0512025	27	0.0065312
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_44d_Rb_S181_L004_ksize_15	6510	33208	0.163906	0.0408742	30	0.00460829
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_44e_Rb_S182_L004_ksize_15	7066	28536	0.198472	0.0356454	25	0.00353807
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_45a_Rb_S183_L004_ksize_15	4283	36427	0.105208	0.0535066	29	0.00677095
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_45b_Rb_S184_L004_ksize_15	4870	34335	0.124219	0.0486984	30	0.00616016
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_45c_Rb_S185_L004_ksize_15	4521	36810	0.109385	0.0523722	27	0.00597213
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_45d_Rb_S186_L004_ksize_15	4475	36163	0.110119	0.052178	30	0.00670391
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_45e_Rb_S188_L004_ksize_15	4378	37508	0.104522	0.0536976	27	0.0061672
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_45f_Rb_S189_L004_ksize_15	4534	30360	0.129936	0.0474105	27	0.00595501
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_45g_Rb_S190_L004_ksize_15	5136	31354	0.140751	0.0451388	27	0.00525701
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_46a_Rb_S191_L004_ksize_15	6497	28701	0.184584	0.0376095	14	0.00215484
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_46b_Rb_S192_L004_ksize_15	6638	28213	0.190468	0.0367571	16	0.00241036
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_47a_Rb_S193_L004_ksize_15	7095	27249	0.206586	0.0345705	24	0.00338266
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_47b_Rb_S194_L004_ksize_15	7167	24720	0.224762	0.0323326	17	0.00237198
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_47c_Rb_S195_L004_ksize_15	7173	27129	0.209113	0.0342458	18	0.00250941
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_47d_Rb_S196_L004_ksize_15	6888	27422	0.200758	0.0353375	19	0.00275842
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_47e_Rb_S197_L004_ksize_15	6776	26098	0.20612	0.0346309	20	0.00295159
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_47f_Rb_S198_L004_ksize_15	6966	26144	0.21039	0.0340835	17	0.00244042
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_47g_Rb_S200_L004_ksize_15	7019	27665	0.20237	0.0351227	25	0.00356176
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_47h_Rb_S1_L004_ksize_15	7134	28173	0.202056	0.0351644	18	0.00252313
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_47i_Rb_S2_L004_ksize_15	6845	25243	0.21332	0.0337154	19	0.00277575
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_47j_Rb_S3_L004_ksize_15	7106	27570	0.204926	0.0347864	16	0.00225162
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_49a_Rb_S4_L004_ksize_15	7452	25158	0.228519	0.0318967	26	0.003489
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_4a_Rb_S117_L004_ksize_15	6582	28244	0.188997	0.0369674	14	0.00212701
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_50a_Rb_S5_L004_ksize_15	6567	24363	0.212318	0.0338405	16	0.00243642
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_51a_Rb_S6_L004_ksize_15	7223	26772	0.212472	0.0338212	19	0.00263049
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_54a_Rb_S8_L004_ksize_15	5740	26030	0.180674	0.0381936	11	0.00191638
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_56a_Rb_S9_L004_ksize_15	13004	20592	0.38707	0.0188128	19	0.00146109
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_57a_Rb_S10_L004_ksize_15	7352	26411	0.217753	0.0331695	19	0.00258433
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_7a_Rb_S118_L004_ksize_15	4405	31092	0.124095	0.0487271	34	0.0077185
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_RNA_A_S1_ksize_15	8078	32726	0.197971	0.0357135	3	0.000371379
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_Water1_Rb_S127_L004_ksize_15	4500	103435	0.0416918	0.0814565	17	0.00377778
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_Water2_Rb_S139_L004_ksize_15	1594	98135	0.0159833	0.111578	7	0.00439147
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_Water3_Rb_S151_L004_ksize_15	1547	85924	0.0176859	0.108367	3	0.00193924
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_Water4_Rb_S163_L004_ksize_15	1550	102213	0.0149379	0.113727	6	0.00387097
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_Water5_Rb_S175_L004_ksize_15	2280	114164	0.0195802	0.105144	7	0.00307018
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_Water6_Rb_S187_L004_ksize_15	1605	54601	0.0285557	0.0932551	8	0.00498442
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_Water7_Rb_S199_L004_ksize_15	5404	86395	0.0588677	0.0708553	6	0.00111029
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_002_Water8_Rb_S11_L004_ksize_15	1440	32747	0.0421213	0.0811391	1	0.000694444
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_003_RNA_A_S2_ksize_15	4548	39787	0.102583	0.054245	31	0.00681618
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_004_RNA_A_S2_ksize_15	6414	28428	0.184088	0.0376828	17	0.00265045
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_005_RNA_A_S3_ksize_15	4684	43543	0.097124	0.0558488	35	0.00747225
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_006_RNA_A_S5_ksize_15	6970	28119	0.198638	0.0356229	17	0.00243902
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_007_RNA_A_S12_ksize_15	5787	27436	0.174187	0.0391954	14	0.00241922
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_008_RNA_A_S3_ksize_15	4046	32344	0.111184	0.0518982	28	0.00692042
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_009_RNA_A_S13_ksize_15	3754	48642	0.0716467	0.0649051	23	0.0061268
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_010_RNA_A_S1_ksize_15	6655	24005	0.217058	0.0332542	15	0.00225394
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_011_RNA_A_S4_ksize_15	6876	36094	0.160019	0.0415405	18	0.0026178
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_012_RNA_A_S4_ksize_15	4542	38945	0.104445	0.053719	26	0.00572435
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_013_RNA_A_S5_ksize_15	6756	31639	0.17596	0.0389172	18	0.0026643
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_014_RNA_A_S5_ksize_15	4744	34532	0.120786	0.0495037	33	0.00695615
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_015_RNA_A_S13_ksize_15	6736	24633	0.214734	0.0335397	15	0.00222684
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_016_RNA_A_S6_ksize_15	4684	37242	0.111721	0.0517586	31	0.00661827
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_017_RNA_A_S6_ksize_15	6533	26577	0.197312	0.0358033	18	0.00275524
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_018_RNA_A_S14_ksize_15	6160	31940	0.16168	0.0412535	14	0.00227273
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_019_RNA_A_S14_ksize_15	6642	24760	0.211515	0.0339414	18	0.00271003
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_020_RNA_A_S15_ksize_15	6635	38518	0.146945	0.0439243	17	0.00256217
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_021_RNA_A_S16_ksize_15	9086	23937	0.275142	0.027109	29	0.00319172
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_022_RNA_A_S6_ksize_15	6295	32348	0.162901	0.0410445	13	0.00206513
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_023_RNA_A_S17_ksize_15	6513	26743	0.195844	0.0360045	15	0.00230309
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_024_RNA_A_S15_ksize_15	6403	32661	0.163911	0.0408733	21	0.00327971
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_025_RNA_A_S7_ksize_15	4141	32634	0.112604	0.0515302	28	0.00676165
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_026_RNA_A_S18_ksize_15	4195	30079	0.122396	0.049123	27	0.00643623
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_027_RNA_A_S16_ksize_15	7427	30938	0.193588	0.0363174	4	0.000538575
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_028_RNA_A_S17_ksize_15	9505	24445	0.279971	0.0266697	10	0.00105208
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_029_RNA_A_S18_ksize_15	6087	50638	0.107307	0.0529304	13	0.0021357
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_030_RNA_A_S7_ksize_15	7362	33660	0.179465	0.0383771	20	0.00271665
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_031_RNA_A_S19_ksize_15	9670	25247	0.276942	0.0269441	10	0.00103413
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_032_RNA_A_S7_ksize_15	10182	23828	0.299383	0.0249927	9	0.000883913
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_033_RNA_A_S8_ksize_15	12184	20256	0.375586	0.0195162	14	0.00114905
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_034_RNA_A_S19_ksize_15	10502	23808	0.306092	0.024444	12	0.00114264
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_035_RNA_A_S20_ksize_15	5584	33604	0.142493	0.0447913	14	0.00250716
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_036_RNA_A_S20_ksize_15	10647	23242	0.314173	0.0238023	6	0.000563539
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_037_RNA_A_S21_ksize_15	6402	27858	0.186865	0.0372754	16	0.00249922
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_038_RNA_A_S22_ksize_15	9141	22999	0.284412	0.0262737	7	0.000765781
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_039_RNA_A_S9_ksize_15	8937	19597	0.313205	0.0238781	4	0.000447577
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_040_RNA_A_S21_ksize_15	5975	24600	0.195421	0.0360629	13	0.00217573
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_041_RNA_A_S10_ksize_15	6645	29439	0.184154	0.0376731	16	0.00240783
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_042_RNA_A_S23_ksize_15	9051	20239	0.309013	0.0242096	6	0.00066291
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_043_RNA_A_S24_ksize_15	9341	24230	0.278246	0.0268255	4	0.00042822
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_044_RNA_A_S25_ksize_15	7457	26742	0.218047	0.0331337	32	0.00429127
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_045_RNA_A_S2_ksize_15	7352	33184	0.18137	0.0380886	20	0.00272035
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_046_RNA_A_S3_ksize_15	8131	30485	0.21056	0.0340619	5	0.000614931
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_047_RNA_A_S4_ksize_15	6102	36381	0.143634	0.0445662	14	0.00229433
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_048_RNA_A_S5_ksize_15	6494	27404	0.191575	0.0366002	17	0.0026178
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_049_RNA_A_S6_ksize_15	7630	30744	0.198833	0.0355966	23	0.00301442
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_050_RNA_A_S23_ksize_15	5606	29599	0.159239	0.0416764	14	0.00249732
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_051_RNA_A_S8_ksize_15	12668	26147	0.326369	0.0228718	14	0.00110515
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_052_RNA_A_S7_ksize_15	6317	25461	0.198785	0.0356029	16	0.00253285
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_053_RNA_A_S8_ksize_15	6797	24662	0.216059	0.0333765	17	0.0025011
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_054_RNA_A_S11_ksize_15	6266	26659	0.190311	0.0367794	16	0.00255346
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_055_RNA_A_S9_ksize_15	6525	23935	0.214215	0.033604	15	0.00229885
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_056_RNA_A_S10_ksize_15	6376	27384	0.188863	0.0369866	13	0.0020389
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_057_RNA_A_S11_ksize_15	6522	32458	0.167317	0.0403041	18	0.00275989
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_058_RNA_A_S9_ksize_15	7324	33181	0.180817	0.0381719	21	0.00286729
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_059_RNA_A_S10_ksize_15	8215	42767	0.161135	0.0413472	21	0.0025563
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_060_RNA_A_S12_ksize_15	4096	31569	0.114846	0.050959	29	0.00708008
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_water1_S11_ksize_15	1368	26085	0.0498306	0.0759551	1	0.000730994
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_water2_S24_ksize_15	5914	55823	0.0957934	0.0562546	8	0.00135272
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_water3_Qiagen_S26_ksize_15	9858	37291	0.209082	0.0342498	3	0.000304321
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_water4_Zymo_S27_ksize_15	2832	76506	0.0356954	0.0862794	1	0.000353107
CMS_002_35a_Rb_S169_L004_ksize_15	CMS_water5_RNA_A_S12_ksize_15	3300	36219	0.0835041	0.0603198	3	0.000909091
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_37a_Rb_S171_L004_ksize_15	12232	12166	0.501353	0.0130215	10	0.000817528
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_38a_Rb_S172_L004_ksize_15	11847	16699	0.415014	0.0172076	13	0.00109732
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_39a_Rb_S173_L004_ksize_15	12905	10194	0.558682	0.0107377	9	0.000697404
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_40a_Rb_S174_L004_ksize_15	13371	14076	0.487157	0.0136415	13	0.000972253
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_41a_Rb_S176_L004_ksize_15	11869	14772	0.445516	0.0156078	4	0.000337012
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_42a_Rb_S177_L004_ksize_15	7663	15480	0.331115	0.0225212	2	0.000260994
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_44a_Rb_S178_L004_ksize_15	6576	22335	0.227457	0.0320191	24	0.00364964
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_44b_Rb_S179_L004_ksize_15	6321	19470	0.245085	0.0300711	24	0.00379687
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_44c_Rb_S180_L004_ksize_15	4015	24495	0.140828	0.0451234	24	0.00597758
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_44d_Rb_S181_L004_ksize_15	6636	25047	0.20945	0.0342029	26	0.00391802
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_44e_Rb_S182_L004_ksize_15	7935	18889	0.295817	0.0252906	24	0.00302457
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_45a_Rb_S183_L004_ksize_15	4084	28916	0.123758	0.0488052	26	0.00636631
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_45b_Rb_S184_L004_ksize_15	5481	25204	0.178621	0.038506	26	0.00474366
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_45c_Rb_S185_L004_ksize_15	5411	27121	0.166329	0.0404679	24	0.00443541
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_45d_Rb_S186_L004_ksize_15	4568	28068	0.139968	0.0452966	26	0.00569177
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_45e_Rb_S188_L004_ksize_15	4807	28741	0.143287	0.0446343	25	0.00520075
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_45f_Rb_S189_L004_ksize_15	5297	20925	0.202006	0.0351711	25	0.00471965
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_45g_Rb_S190_L004_ksize_15	5570	22577	0.19789	0.0357245	25	0.00448833
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_46a_Rb_S191_L004_ksize_15	6200	21386	0.224752	0.0323339	13	0.00209677
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_46b_Rb_S192_L004_ksize_15	6503	20574	0.240167	0.0305974	15	0.00230663
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_47a_Rb_S193_L004_ksize_15	6993	19544	0.263519	0.0282059	20	0.00286
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_47b_Rb_S194_L004_ksize_15	7744	15657	0.330926	0.0225351	16	0.00206612
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_47c_Rb_S195_L004_ksize_15	6978	19610	0.262449	0.0283098	19	0.00272284
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_47d_Rb_S196_L004_ksize_15	6799	19691	0.256663	0.0288808	15	0.00220621
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_47e_Rb_S197_L004_ksize_15	6640	18461	0.264531	0.0281081	20	0.00301205
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_47f_Rb_S198_L004_ksize_15	6901	18365	0.273134	0.0272944	19	0.00275322
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_47g_Rb_S200_L004_ksize_15	6759	20276	0.250009	0.0295568	20	0.00295902
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_47h_Rb_S1_L004_ksize_15	6802	20928	0.245294	0.0300491	16	0.00235225
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_47i_Rb_S2_L004_ksize_15	6571	17882	0.26872	0.027708	17	0.00258713
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_47j_Rb_S3_L004_ksize_15	7045	19783	0.262599	0.0282953	13	0.00184528
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_49a_Rb_S4_L004_ksize_15	6788	18577	0.267613	0.027813	15	0.00220978
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_4a_Rb_S117_L004_ksize_15	6327	20845	0.23285	0.0314046	13	0.00205469
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_50a_Rb_S5_L004_ksize_15	6387	16814	0.27529	0.0270954	15	0.00234852
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_51a_Rb_S6_L004_ksize_15	6622	20065	0.248136	0.0297511	16	0.00241619
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_54a_Rb_S8_L004_ksize_15	5748	18105	0.240976	0.03051	11	0.00191371
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_56a_Rb_S9_L004_ksize_15	13480	11731	0.534687	0.0116533	16	0.00118694
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_57a_Rb_S10_L004_ksize_15	6800	19606	0.257517	0.0287955	14	0.00205882
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_7a_Rb_S118_L004_ksize_15	4390	23213	0.159041	0.041711	30	0.00683371
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_RNA_A_S1_ksize_15	7781	25411	0.234424	0.0312284	0	0
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_Water1_Rb_S127_L004_ksize_15	5440	93646	0.0549018	0.0729842	17	0.003125
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_Water2_Rb_S139_L004_ksize_15	2538	88338	0.0279282	0.0939522	7	0.00275808
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_Water3_Rb_S151_L004_ksize_15	2491	76127	0.0316849	0.0899988	3	0.00120434
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_Water4_Rb_S163_L004_ksize_15	2494	92416	0.0262775	0.0958656	6	0.00240577
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_Water5_Rb_S175_L004_ksize_15	3224	104367	0.0299653	0.0917449	7	0.00217122
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_Water6_Rb_S187_L004_ksize_15	2549	44804	0.0538297	0.0735875	8	0.00313849
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_Water7_Rb_S199_L004_ksize_15	6346	76602	0.0765058	0.0629343	6	0.000945477
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_002_Water8_Rb_S11_L004_ksize_15	2380	22958	0.0939301	0.0568334	1	0.000420168
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_003_RNA_A_S2_ksize_15	4299	32376	0.117219	0.050368	30	0.00697837
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_004_RNA_A_S2_ksize_15	6184	20979	0.227663	0.0319953	15	0.00242561
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_005_RNA_A_S3_ksize_15	4402	36198	0.108424	0.0526291	32	0.00726942
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_006_RNA_A_S5_ksize_15	6714	20722	0.244715	0.0301103	16	0.00238308
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_007_RNA_A_S12_ksize_15	5672	19757	0.223052	0.0325339	13	0.00229196
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_008_RNA_A_S3_ksize_15	3929	24669	0.137387	0.0458238	26	0.00661746
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_009_RNA_A_S13_ksize_15	3691	40859	0.0828507	0.0605537	22	0.00596044
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_010_RNA_A_S1_ksize_15	6521	16364	0.284946	0.0262266	15	0.00230026
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_011_RNA_A_S4_ksize_15	6601	28735	0.186807	0.0372839	17	0.00257537
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_012_RNA_A_S4_ksize_15	4301	31518	0.120076	0.0496736	25	0.0058126
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_013_RNA_A_S5_ksize_15	6599	24044	0.215351	0.0334636	16	0.00242461
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_014_RNA_A_S5_ksize_15	4418	27275	0.1394	0.0454117	31	0.00701675
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_015_RNA_A_S13_ksize_15	6472	17252	0.272804	0.0273251	15	0.00231768
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_016_RNA_A_S6_ksize_15	4368	29965	0.127225	0.0480133	28	0.00641026
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_017_RNA_A_S6_ksize_15	6483	18768	0.256742	0.0288728	18	0.00277649
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_018_RNA_A_S14_ksize_15	6075	24201	0.200654	0.0353514	13	0.00213992
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_019_RNA_A_S14_ksize_15	6372	17391	0.268148	0.0277622	16	0.00251099
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_020_RNA_A_S15_ksize_15	6407	31065	0.170981	0.0397064	16	0.00249727
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_021_RNA_A_S16_ksize_15	8709	16782	0.34165	0.0217652	25	0.00287059
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_022_RNA_A_S6_ksize_15	6138	24753	0.198699	0.0356147	14	0.00228087
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_023_RNA_A_S17_ksize_15	6384	19092	0.250589	0.0294971	15	0.00234962
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_024_RNA_A_S15_ksize_15	6344	24870	0.203242	0.0350074	18	0.00283733
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_025_RNA_A_S7_ksize_15	4012	24983	0.138369	0.045622	26	0.00648056
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_026_RNA_A_S18_ksize_15	4095	22370	0.154733	0.0424767	24	0.00586081
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_027_RNA_A_S16_ksize_15	7044	23795	0.228412	0.031909	0	0
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_028_RNA_A_S17_ksize_15	8871	17804	0.332559	0.0224159	8	0.000901815
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_029_RNA_A_S18_ksize_15	5787	43329	0.117823	0.0502196	12	0.00207361
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_030_RNA_A_S7_ksize_15	6619	27237	0.195504	0.0360514	14	0.00211512
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_031_RNA_A_S19_ksize_15	9411	17856	0.345142	0.021521	8	0.000850069
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_032_RNA_A_S7_ksize_15	9309	17665	0.34511	0.0215232	4	0.000429692
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_033_RNA_A_S8_ksize_15	11003	14709	0.427932	0.0165119	12	0.00109061
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_034_RNA_A_S19_ksize_15	9547	17809	0.348991	0.0212554	10	0.00104745
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_035_RNA_A_S20_ksize_15	5604	25655	0.179276	0.0384058	14	0.00249822
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_036_RNA_A_S20_ksize_15	9779	17069	0.364236	0.0202387	6	0.00061356
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_037_RNA_A_S21_ksize_15	6304	20145	0.238345	0.0307956	14	0.00222081
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_038_RNA_A_S22_ksize_15	8794	15784	0.3578	0.0206613	2	0.000227428
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_039_RNA_A_S9_ksize_15	8329	12904	0.392267	0.0185032	0	0
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_040_RNA_A_S21_ksize_15	5961	16719	0.262831	0.0282727	13	0.00218084
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_041_RNA_A_S10_ksize_15	6402	22016	0.22528	0.0322721	14	0.00218682
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_042_RNA_A_S23_ksize_15	8455	13522	0.38472	0.0189545	1	0.000118273
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_043_RNA_A_S24_ksize_15	8635	17733	0.32748	0.0227891	0	0
CMS_002_36a_Rb_S170_L004_ksize_15	CMS_044_RNA_A_S25_ksize_15	7213	19321	0.27184	0.0274148	29	0.00402052
