NewIDseqName,visual_genus,visual_species,ska_genus,ska_species,CMS002_053a_Rb_S7_L004,CMS_001_RNA_A_S1,CMS_002_10a_Rb_S119_L004,CMS_002_13a_Rb_S120_L004,CMS_002_16a_Rb_S121_L004,CMS_002_17a_Rb_S122_L004,CMS_002_17b_Rb_S123_L004,CMS_002_17c_Rb_S124_L004,CMS_002_17d_Rb_S125_L004,CMS_002_17e_Rb_S126_L004,CMS_002_18a_Rb_S128_L004,CMS_002_18b_Rb_S129_L004,CMS_002_19a_Rb_S130_L004,CMS_002_1a_Rb_S116_L004,CMS_002_20a_Rb_S131_L004,CMS_002_20b_Rb_S132_L004,CMS_002_20c_Rb_S133_L004,CMS_002_20d_Rb_S134_L004,CMS_002_20e_Rb_S135_L004,CMS_002_21a_Rb_S136_L004,CMS_002_22a_Rb_S137_L004,CMS_002_23a_Rb_S138_L004,CMS_002_25a_Rb_S140_L004,CMS_002_25b_Rb_S141_L004,CMS_002_25c_Rb_S142_L004,CMS_002_25d_Rb_S143_L004,CMS_002_25e_Rb_S144_L004,CMS_002_25f_Rb_S145_L004,CMS_002_26a_Rb_S146_L004,CMS_002_26b_Rb_S147_L004,CMS_002_26c_Rb_S148_L004,CMS_002_26d_Rb_S149_L004,CMS_002_26e_Rb_S150_L004,CMS_002_27a_Rb_S152_L004,CMS_002_27b_Rb_S153_L004,CMS_002_28a_Rb_S154_L004,CMS_002_28b_Rb_S155_L004,CMS_002_28c_Rb_S156_L004,CMS_002_28d_Rb_S157_L004,CMS_002_28e_Rb_S158_L004,CMS_002_29a_Rb_S159_L004,CMS_002_29b_Rb_S160_L004,CMS_002_29c_Rb_S161_L004,CMS_002_29d_Rb_S162_L004,CMS_002_29e_Rb_S164_L004,CMS_002_31a_Rb_S165_L004,CMS_002_32a_Rb_S166_L004,CMS_002_33a_Rb_S167_L004,CMS_002_34a_Rb_S168_L004,CMS_002_35a_Rb_S169_L004,CMS_002_36a_Rb_S170_L004,CMS_002_37a_Rb_S171_L004,CMS_002_38a_Rb_S172_L004,CMS_002_39a_Rb_S173_L004,CMS_002_40a_Rb_S174_L004,CMS_002_41a_Rb_S176_L004,CMS_002_42a_Rb_S177_L004,CMS_002_44a_Rb_S178_L004,CMS_002_44b_Rb_S179_L004,CMS_002_44c_Rb_S180_L004,CMS_002_44d_Rb_S181_L004,CMS_002_44e_Rb_S182_L004,CMS_002_45a_Rb_S183_L004,CMS_002_45b_Rb_S184_L004,CMS_002_45c_Rb_S185_L004,CMS_002_45d_Rb_S186_L004,CMS_002_45e_Rb_S188_L004,CMS_002_45f_Rb_S189_L004,CMS_002_45g_Rb_S190_L004,CMS_002_46a_Rb_S191_L004,CMS_002_46b_Rb_S192_L004,CMS_002_47a_Rb_S193_L004,CMS_002_47b_Rb_S194_L004,CMS_002_47c_Rb_S195_L004,CMS_002_47d_Rb_S196_L004,CMS_002_47e_Rb_S197_L004,CMS_002_47f_Rb_S198_L004,CMS_002_47g_Rb_S200_L004,CMS_002_47h_Rb_S1_L004,CMS_002_47i_Rb_S2_L004,CMS_002_47j_Rb_S3_L004,CMS_002_49a_Rb_S4_L004,CMS_002_4a_Rb_S117_L004,CMS_002_50a_Rb_S5_L004,CMS_002_51a_Rb_S6_L004,CMS_002_54a_Rb_S8_L004,CMS_002_56a_Rb_S9_L004,CMS_002_57a_Rb_S10_L004,CMS_002_7a_Rb_S118_L004,CMS_002_RNA_A_S1,CMS_003_RNA_A_S2,CMS_004_RNA_A_S2,CMS_005_RNA_A_S3,CMS_006_RNA_A_S5,CMS_007_RNA_A_S12,CMS_008_RNA_A_S3,CMS_009_RNA_A_S13,CMS_010_RNA_A_S1,CMS_011_RNA_A_S4,CMS_012_RNA_A_S4,CMS_013_RNA_A_S5,CMS_014_RNA_A_S5,CMS_015_RNA_A_S13,CMS_016_RNA_A_S6,CMS_017_RNA_A_S6,CMS_018_RNA_A_S14,CMS_019_RNA_A_S14,CMS_020_RNA_A_S15,CMS_021_RNA_A_S16,CMS_022_RNA_A_S6,CMS_023_RNA_A_S17,CMS_024_RNA_A_S15,CMS_025_RNA_A_S7,CMS_026_RNA_A_S18,CMS_027_RNA_A_S16,CMS_028_RNA_A_S17,CMS_029_RNA_A_S18,CMS_030_RNA_A_S7,CMS_031_RNA_A_S19,CMS_032_RNA_A_S7,CMS_033_RNA_A_S8,CMS_034_RNA_A_S19,CMS_035_RNA_A_S20,CMS_036_RNA_A_S20,CMS_037_RNA_A_S21,CMS_038_RNA_A_S22,CMS_039_RNA_A_S9,CMS_040_RNA_A_S21,CMS_041_RNA_A_S10,CMS_042_RNA_A_S23,CMS_043_RNA_A_S24,CMS_044_RNA_A_S25,CMS_045_RNA_A_S2,CMS_046_RNA_A_S3,CMS_047_RNA_A_S4,CMS_048_RNA_A_S5,CMS_049_RNA_A_S6,CMS_050_RNA_A_S23,CMS_051_RNA_A_S8,CMS_052_RNA_A_S7,CMS_053_RNA_A_S8,CMS_054_RNA_A_S11,CMS_055_RNA_A_S9,CMS_056_RNA_A_S10,CMS_057_RNA_A_S11,CMS_058_RNA_A_S9,CMS_059_RNA_A_S10,CMS_060_RNA_A_S12
CMS001_035_Ra_S20,Culex,erythrothorax,Culex,erythrothorax,0.0,0.00358574,0.00129318,0.00127342,0.00620417,0.00619369,0.00616074,0.00616419,0.00657707,0.00621118,0.00628212,0.00623229,0.00623583,0.00124755,0.00556328,0.00556948,0.00546747,0.00548546,0.00564972,0.00570962,0.00144222,0.00126835,0.00635104,0.00628212,0.00618499,0.0062585,0.00619369,0.00634737,0.00528071,0.00533858,0.00559441,0.0053043,0.00534158,0.00110497,0.00144483,0.000137969,0.000532481,0.000514801,0.000276472,0.000254194,0.00247001,0.00252525,0.00251889,0.00267189,0.00253669,0.00267762,0.00269203,0.00262973,0.00235678,0.00250716,0.00249822,0.00248227,0.00286482,0.00267332,0.00250941,0.00268673,0.00288133,0.00583036,0.00606605,0.00610602,0.00541167,0.00536296,0.00526462,0.00530134,0.00555069,0.00535211,0.00543789,0.00542392,0.00482044,0.00128866,0.001443,0.000542152,0.0,0.00025937,0.00039745599999999997,0.0004095,0.000274461,0.000390676,0.00039432199999999996,0.000268168,0.000535189,0.00126331,0.00129151,0.00125718,0.00126468,0.00128629,0.00262789,0.00143678,0.00567875,0.00270124,0.00604945,0.00161841,0.00580628,0.0,0.000390117,0.00554939,0.00604728,0.0,0.000102082,0.00591239,0.000278823,0.00545455,0.0,0.00574113,0.0,0.0,0.00013236299999999998,0.00040617400000000003,0.0,0.0,0.0,0.0,0.005793100000000001,0.00545703,0.00284799,0.00277681,0.002457,0.00123001,0.00257158,0.00268769,0.00253256,0.00249199,0.0,0.00249643,0.0,0.00269542,0.0023415,0.00194415,0.0014301,0.00231812,0.00247569,0.00126354,0.00013607299999999998,0.0023766,0.0,0.0,0.0,0.000258131,0.00241838,0.000135007,0.0,0.00145693,0.0,0.0,0.000137589,0.0,0.00186504,0.00550055
CMS001_036_Ra_S20,Culex,tarsalis,Culex,tarsalis,0.00338883,0.00294365,0.00190325,0.0020437999999999997,0.00602258,0.00585794,0.00641975,0.00660793,0.00650488,0.00588235,0.00661278,0.00680603,0.0066388,0.00221992,0.00683093,0.00614402,0.00644545,0.00593242,0.00639606,0.006956100000000001,0.00216575,0.00231515,0.00752688,0.00641026,0.00696864,0.00585617,0.00635076,0.00643501,0.007192399999999999,0.00734921,0.00635001,0.00687898,0.00661603,0.00174964,0.00223148,0.00206612,0.00327402,0.00346721,0.0029855,0.00264317,0.00021549400000000002,0.000208725,0.000223214,0.00033418699999999995,0.000200763,0.00058674,0.000648088,0.000496722,0.000317326,0.000563539,0.00061356,0.000298359,0.000736765,0.00031185,0.000377822,0.000220119,0.0,0.00416988,0.00519896,0.00624688,0.00438241,0.00396236,0.00685741,0.00758725,0.00753405,0.00742828,0.00727476,0.00725222,0.00571178,0.00232811,0.00255255,0.00398974,0.00324826,0.00346671,0.0026584,0.00325781,0.00301681,0.00430046,0.00285959,0.00293126,0.0023526,0.00326313,0.00203922,0.00230982,0.0022137,0.00191271,0.000105452,0.00331412,0.00703565,0.000247678,0.00669942,0.0028454,0.00665379,0.00274765,0.00245399,0.00669643,0.00595077,0.00228903,0.00303381,0.00651246,0.00291418,0.00775695,0.00228798,0.00696864,0.00320562,0.00230112,0.00300481,0.00270677,0.00295516,0.00256082,0.00260138,0.00239194,0.00643883,0.00625301,0.00013466200000000002,0.000492126,0.00218157,0.00213706,0.00023471400000000002,0.0,0.00042673,0.000493291,0.00249643,0.0,0.00234082,0.000233973,0.000117786,0.00226678,0.00228589,0.0,0.000114903,0.00282176,0.00277008,0.000249938,0.00229923,0.00279633,0.00270386,0.00251799,0.000479893,0.0022254,0.00227825,0.00241313,0.00286792,0.00186858,0.00247333,0.00310685,0.00214018,0.00645482
CMS001_037_Ra_S21,Culex,erythrothorax,Culex,erythrothorax,0.0,0.00105686,0.00180476,0.00178804,0.00644164,0.00649688,0.00699663,0.00724263,0.00669585,0.00697134,0.00742448,0.00716662,0.00694444,0.00191052,0.00676522,0.00664697,0.00678952,0.00636618,0.00634679,0.00683594,0.00190174,0.00176339,0.00723026,0.00668271,0.00676731,0.00647572,0.00700571,0.00665956,0.00620957,0.00628437,0.00619675,0.00625326,0.00624025,0.00132166,0.00175299,0.0,0.00034855300000000004,0.000348432,0.00012327399999999999,0.000231857,0.00247831,0.00205566,0.0023622,0.00245738,0.00212245,0.00235516,0.00284855,0.00216517,0.0023511,0.00249922,0.00222081,0.0022984999999999998,0.00218955,0.00235073,0.00231089,0.00222682,0.0029965,0.00595968,0.00626215,0.00659062,0.00575333,0.00570272,0.00626409,0.00596318,0.00666667,0.00619675,0.00652667,0.00627045,0.0055325,0.00179856,0.00208233,0.00035456800000000004,0.0,0.000598301,0.000487329,0.000244798,0.0,0.000364432,0.00023345400000000002,0.000358766,0.00024405099999999998,0.00209138,0.00197044,0.00191693,0.00210424,0.00159011,0.00220403,0.00189454,0.007015,0.00226062,0.006521300000000001,0.00175719,0.00690767,0.0,0.000134102,0.00681818,0.00608466,0.0,0.00186355,0.0071332999999999995,0.00012183200000000001,0.00687758,0.00025053200000000003,0.00674105,0.0,0.0,0.0,0.0015022,0.0,0.0,0.000116659,0.0,0.00655242,0.00659019,0.00253093,0.00211933,0.00204866,0.00169675,0.00330797,0.002477,0.0021644999999999998,0.00260896,0.0,0.00234082,0.0,0.00245512,0.00207403,0.00178412,0.00257654,0.00219608,0.00270171,0.00157425,0.0,0.00222823,0.000122775,0.000831354,0.000896459,0.000709052,0.00208582,0.000121847,0.0,0.00196239,0.0,0.0,0.000125423,0.000935065,0.00193999,0.00624376
CMS001_038_Ra_S22,Culex,tarsalis,Culex,tarsalis,0.00244088,0.00297804,0.00174271,0.00199816,0.00600751,0.0060423000000000004,0.00632911,0.0068113,0.00591716,0.00627353,0.00651139,0.0064741,0.00655903,0.00200803,0.00660955,0.00652647,0.00654359,0.00572852,0.00618047,0.00673239,0.00182704,0.00182788,0.00651643,0.00628437,0.00660234,0.00574988,0.005997,0.00624675,0.00681699,0.00677083,0.00670622,0.00705698,0.00669413,0.00161708,0.00257806,0.00201207,0.00229956,0.00230132,0.00230663,0.00246647,0.00044405,0.000336549,0.000351206,0.00011812,0.000113585,0.000325627,0.000351206,0.000324465,0.00011868,0.0007657810000000001,0.000227428,0.000213721,0.0010017000000000001,0.00033149199999999996,0.000221533,0.0007039769999999999,0.0,0.00396196,0.00459908,0.00621272,0.00424767,0.00396957,0.00638821,0.00645494,0.00695854,0.00646496,0.00699888,0.00687191,0.00552364,0.00205177,0.00214494,0.00242718,0.00243625,0.00245625,0.00230592,0.00229183,0.0021322,0.00228519,0.00224316,0.00227929,0.00217021,0.00215285,0.002079,0.00218853,0.00214035,0.00192476,0.000225785,0.00198443,0.00608187,0.00012773,0.00583658,0.00219436,0.00639708,0.00230805,0.0024583,0.00608569,0.00577883,0.0021875,0.00202517,0.00570551,0.00229604,0.00650808,0.00233028,0.00630347,0.0026418,0.00257147,0.00281294,0.0024006,0.00207612,0.00226611,0.00242758,0.00272758,0.00587659,0.00613094,0.000271076,0.00011271399999999999,0.00212176,0.00189947,0.00024947,0.000225403,0.0,0.000227635,0.00269542,0.000233973,0.00245512,0.0,0.0,0.00244798,0.00201926,0.0,0.00011724700000000001,0.00243191,0.00230379,0.000120351,0.00228796,0.00212475,0.00244428,0.00276482,0.00021333299999999999,0.00237605,0.00235775,0.00237192,0.00216417,0.00190054,0.00331263,0.00268059,0.00209293,0.00613046
CMS001_039_Ra_S9,Culex,tarsalis,Culex,tarsalis,0.00233936,0.002215,0.00176707,0.00201613,0.00573423,0.00578325,0.0060423000000000004,0.00613497,0.00587184,0.00555556,0.006024100000000001,0.00608211,0.00605755,0.00203698,0.00686779,0.00637255,0.00669856,0.00593855,0.00653924,0.00658858,0.00186625,0.00196672,0.0062551,0.00595392,0.00614754,0.00552088,0.00582131,0.00593242,0.00628766,0.00625163,0.00627779,0.00627451,0.00625652,0.00166583,0.00214889,0.00202713,0.00231839,0.00203316,0.00232378,0.00206251,0.000241109,0.0,0.0,0.0,0.0,0.00022403900000000001,0.000246214,0.0,0.000122519,0.00044757699999999995,0.0,0.000332631,0.00023526599999999998,0.00011376600000000001,0.0,0.000121477,0.0,0.00361977,0.00438247,0.00572139,0.00395127,0.0038110999999999996,0.00623753,0.00621118,0.00689853,0.00620797,0.00671141,0.00653773,0.00531679,0.0021364,0.0023309999999999997,0.00215418,0.00213185,0.00232955,0.00218238,0.0023045,0.00214264,0.00214428,0.00226449,0.00231054,0.0020322,0.00230097,0.00211416,0.00234705,0.0023045,0.0019224,0.0,0.00231054,0.00647948,0.000126024,0.00625289,0.00237342,0.00641172,0.00216383,0.00228833,0.00618047,0.00612191,0.0021923000000000003,0.00232594,0.00554657,0.00232992,0.00664985,0.00241003,0.00602968,0.00219024,0.00217573,0.00255469,0.00217021,0.00228245,0.00216414,0.00226574,0.00225342,0.00596718,0.006024100000000001,0.0,0.0,0.00206683,0.00209738,0.000130804,0.0,0.0,0.00011661799999999999,0.0023415,0.000117786,0.00207403,0.0,0.0,0.00209023,0.0021978,0.0,0.0,0.00246467,0.00233754,0.0,0.00214805,0.00221099,0.00229323,0.00232101,0.000109039,0.00211279,0.00199908,0.00240732,0.00232883,0.00190265,0.00223214,0.00221861,0.00217486,0.00613046
CMS001_040_Ra_S21,Culex,tarsalis,Culex,pipiens,0.00178476,0.00192442,0.00129438,0.00127598,0.00636943,0.00631277,0.00621293,0.006607300000000001,0.00640466,0.00659971,0.00669188,0.00660161,0.00635654,0.00146039,0.00524572,0.00585447,0.00581556,0.00550964,0.0055325,0.00548998,0.00128346,0.00162925,0.00644594,0.00634921,0.00639535,0.00604728,0.00624291,0.00648012,0.00568666,0.00572082,0.00569801,0.00600686,0.00568666,0.00129414,0.00181061,0.0017838,0.0019565999999999997,0.00213637,0.0017819000000000003,0.00213295,0.00239071,0.00206932,0.00210231,0.00226995,0.0023431,0.00233918,0.00220003,0.0024666999999999996,0.00202429,0.00217573,0.00218084,0.00232597,0.00215839,0.0023431,0.00216739,0.0020429000000000003,0.00250896,0.00517751,0.00583483,0.00615901,0.00579598,0.00507614,0.00565131,0.005610100000000001,0.00582411,0.00573723,0.00588928,0.00572738,0.00502272,0.00164714,0.00146547,0.00179308,0.00196886,0.00214554,0.00214362,0.0019802,0.00195139,0.00214669,0.00195139,0.00196429,0.00198341,0.00125493,0.0014652,0.00125831,0.00109329,0.00108893,0.00231328,0.00108519,0.00544218,0.00230415,0.00606061,0.00127854,0.00551905,0.00197557,0.00195105,0.00558503,0.00514766,0.00198162,0.0019565999999999997,0.00573927,0.00179179,0.00583554,0.00179083,0.00613824,0.00215092,0.00191271,0.00179759,0.00216255,0.00174581,0.00177809,0.00179244,0.0020808000000000003,0.00524717,0.00577082,0.00225773,0.0025025,0.00125854,0.0012374,0.00231099,0.00227671,0.00189166,0.00229398,0.00194415,0.00226678,0.00178412,0.00244798,0.00209023,0.0,0.0010923,0.00244969,0.00210563,0.00177242,0.00180408,0.00196569,0.00181422,0.002,0.00191939,0.00212804,0.00231138,0.00199275,0.00177936,0.0010987,0.00180018,0.00163815,0.00180865,0.0017315999999999998,0.00124312,0.00528806
CMS001_041_Ra_S10,Culex,pipiens,Culex,pipiens,0.00170728,0.0022941999999999997,0.000767291,0.000697958,0.00593702,0.00595084,0.00596009,0.00667522,0.00627451,0.00643666,0.00642674,0.00643335,0.00619195,0.000813743,0.00688775,0.00637755,0.006591800000000001,0.00572469,0.00611465,0.00703164,0.00132466,0.000962348,0.00666482,0.00636099,0.00642178,0.00563587,0.00619355,0.00616787,0.00531091,0.00531301,0.00601872,0.00563035,0.0055841,0.000386436,0.000169823,0.0015647,0.00156544,0.00199816,0.00182927,0.00233791,0.00213447,0.00216618,0.00217865,0.00222453,0.00223285,0.00298329,0.00217021,0.00210843,0.00218477,0.00240783,0.00218682,0.00241655,0.00246343,0.00217662,0.00200803,0.0027735,0.00254367,0.00517211,0.00572687,0.00581248,0.00570063,0.00514044,0.00540332,0.00590652,0.00602237,0.00556539,0.00585284,0.00567261,0.00537755,0.0007450180000000001,0.0008386919999999999,0.00184871,0.00168294,0.00170967,0.00191144,0.0015674,0.0017142,0.00219195,0.00154703,0.00171153,0.00158504,0.0,0.000808244,0.0,0.000190549,0.000105719,0.00178068,0.0,0.00671785,0.00227125,0.00664096,0.0,0.00680118,0.00157109,0.00140845,0.00717397,0.00633914,0.00158604,0.00174146,0.00566123,0.00171848,0.00636508,0.00181369,0.00597742,0.00178513,0.00167168,0.00157928,0.00146263,0.00166945,0.00159058,0.00171286,0.00160628,0.00677711,0.00582524,0.00235334,0.00242915,0.000798176,0.00017607200000000002,0.00199634,0.00280691,0.00225259,0.0024100000000000002,0.0014301,0.00228589,0.00257654,0.00201926,0.0021978,0.0010923,0.0,0.00202209,0.00260417,0.000195637,0.00226108,0.00203284,0.00247606,0.00252151,0.00173863,0.00274867,0.00220232,0.00162127,0.0017631,9.214040000000001e-05,0.0016275999999999999,0.00147832,0.00202745,0.00195914,0.0006148169999999999,0.00644522
CMS001_042_Ra_S23,Culex,tarsalis,Culex,tarsalis,0.0024506,0.00215146,0.00173721,0.00195577,0.00590551,0.00594059,0.00633072,0.00607134,0.00626252,0.00581395,0.00646766,0.00650651,0.00606214,0.00229533,0.00632911,0.0062954,0.00596741,0.00554715,0.00617894,0.00683801,0.00195636,0.00195754,0.00676407,0.00644662,0.00603774,0.00560879,0.00628931,0.00618238,0.00642674,0.00641849,0.00664282,0.00649351,0.00663265,0.00159388,0.00227964,0.0019802,0.00224081,0.00257888,0.00240602,0.00243791,0.000228024,0.000225632,0.000231965,0.00033844800000000004,0.00011467899999999999,0.000223489,0.000487389,0.00011112299999999999,0.000123594,0.00066291,0.000118273,0.000220022,0.00023559900000000002,0.000115327,0.000116686,0.000242542,0.0,0.00379867,0.00459174,0.00593765,0.00407897,0.0039604,0.00653279,0.00640861,0.00692042,0.00643501,0.00698519,0.00678058,0.00550903,0.00273224,0.00230379,0.00239413,0.00207568,0.00226415,0.00228903,0.00228206,0.00208613,0.00239664,0.00223347,0.00242571,0.00213447,0.00230273,0.00205209,0.00230698,0.00227101,0.00190807,0.000356252,0.00207561,0.00686228,0.0,0.00650662,0.00246723,0.00653595,0.00212121,0.00228712,0.00637099,0.00580322,0.00218102,0.00238379,0.00589436,0.00225293,0.00660793,0.00220611,0.00601202,0.00215285,0.00229433,0.00247104,0.00214823,0.00216513,0.0021152,0.00219849,0.00243817,0.00609607,0.00618753,0.0,0.0,0.00186031,0.00235294,0.0,0.00011439,0.000113045,0.000114956,0.00231812,0.0,0.00219608,0.0,0.0,0.00244969,0.00202209,0.0,0.0,0.00213886,0.0024294,0.000127259,0.0022932,0.00234009,0.00234983,0.00229479,0.00021810299999999998,0.00209441,0.00214889,0.00237454,0.00232054,0.00189155,0.00218001,0.00230514,0.00209849,0.00611396
CMS001_043_Ra_S24,Culex,tarsalis,Culex,tarsalis,0.00228973,0.00287169,0.00173913,0.00197929,0.00589246,0.00598504,0.00577889,0.00635852,0.00625469,0.00552903,0.00591716,0.00596421,0.00593472,0.00179695,0.00652331,0.00626808,0.00628784,0.00564682,0.0064071,0.00780488,0.00193568,0.00221566,0.00634921,0.0060698,0.00604839,0.00531915,0.00620347,0.00623053,0.0062081,0.00623908,0.00632271,0.0065634,0.00678733,0.00163026,0.0022621,0.00212928,0.0025614,0.00286101,0.00267817,0.00246268,0.00011145799999999999,0.00011379200000000001,0.0,0.0,0.0,0.000109361,0.000470146,0.000109254,0.00012166899999999999,0.00042822,0.0,0.00021689599999999998,0.0,0.0,0.000114639,0.000120685,0.000508647,0.00360558,0.00429268,0.00575,0.00414938,0.00379038,0.00630609,0.00625313,0.00677392,0.00637755,0.00663717,0.00638298,0.00531091,0.0020599,0.00229393,0.00266864,0.00224395,0.00223447,0.00229956,0.00242903,0.0019499000000000003,0.00270555,0.00235363,0.00241655,0.00210843,0.00257927,0.0020322,0.00216517,0.00211353,0.00192982,0.0,0.00224048,0.00725655,0.000117786,0.00577701,0.00215716,0.00720052,0.00227204,0.00224875,0.00659341,0.0057971,0.00218443,0.00455441,0.00565445,0.00349797,0.00647808,0.00236481,0.0064711,0.00230061,0.00230985,0.00249105,0.0030253,0.00227823,0.002443,0.00256101,0.00226087,0.00651859,0.00646397,0.00019011400000000002,0.0,0.00190069,0.00205822,0.000627825,0.000609491,0.000113122,0.00033171199999999996,0.00247569,0.000114903,0.00270171,0.00011724700000000001,0.0,0.00210563,0.00260417,0.0,0.0,0.00210288,0.00233816,0.0,0.00232666,0.00328994,0.00324939,0.00246734,0.0,0.00219849,0.0024368000000000003,0.00223749,0.00216618,0.002874,0.00229148,0.00313071,0.00279767,0.00626204
CMS001_044_Ra_S25,Culex,pipiens,Culex,pipiens,0.00155844,0.00185591,0.0007260410000000001,0.000922793,0.00616292,0.006228,0.0061008,0.0064154,0.00570342,0.00645856,0.00584174,0.00664011,0.00647773,0.00083316,0.00582781,0.0055336000000000005,0.00570687,0.0055176,0.00557177,0.00578643,0.00134571,0.0008894539999999999,0.00588895,0.0062483,0.00619278,0.00587034,0.0058997,0.00606395,0.00488145,0.00493097,0.00581677,0.00520698,0.00513322,0.000542594,0.000196136,0.00156849,0.00172028,0.00156196,0.00157068,0.00189983,0.00265722,0.0033455,0.00264839,0.00180594,0.0037421999999999998,0.00412258,0.00417567,0.00371236,0.00352709,0.00429127,0.00402052,0.00372671,0.00393922,0.00386313,0.00377042,0.00340993,0.00176554,0.00510297,0.00529101,0.00549738,0.00543988,0.00505334,0.00491138,0.00507208,0.00553613,0.0049895,0.00539619,0.00526462,0.00480769,0.0007551239999999999,0.000741997,0.0017324999999999999,0.0014301,0.00157729,0.0015887,0.00157178,0.00153951,0.00157812,0.00172414,0.00156087,0.00141844,0.000269796,0.0007842260000000001,0.0,0.000210305,0.0,0.00358995,0.0,0.005406800000000001,0.00204918,0.00559654,0.000105108,0.00528701,0.00157563,0.0014202,0.00561047,0.00637112,0.0014273,0.00157618,0.00480769,0.00140523,0.0055668,0.00153846,0.00509554,0.00140351,0.00137979,0.00156223,0.00141593,0.00315695,0.00142349,0.00157343,0.00205093,0.00531773,0.00536535,0.00179953,0.00276753,0.0,0.00039777199999999996,0.00296227,0.00266082,0.00282207,0.00343321,0.00126354,0.00282176,0.00157425,0.00243191,0.00246467,0.00177242,0.000195637,0.00213886,0.00210288,0.0,0.00174398,0.00190311,0.00177746,0.00226876,0.00143244,0.00162602,0.00372877,0.00160028,0.0013767,0.0,0.00141044,0.00125922,0.00178763,0.00156658,0.00018546,0.00524659
CMS001_045_Ra_S2,Culex,tarsalis,Culex,erythrothorax,0.00022172900000000002,0.00039852,0.00224755,0.00232086,0.00733064,0.00757767,0.00728686,0.0071576999999999995,0.00734934,0.00894855,0.00744544,0.00698985,0.00744476,0.0025358,0.007327800000000001,0.00693756,0.00740741,0.00648677,0.00750751,0.00833333,0.00238699,0.00242204,0.00701262,0.00666667,0.00806248,0.00647047,0.00766284,0.00811943,0.00617002,0.00605144,0.00829548,0.00899149,0.00593411,0.00179066,0.00244424,0.0005876130000000001,0.0004584,0.00045803300000000005,0.00057857,0.00184478,0.00279248,0.00241109,0.00229323,0.00279289,0.00242718,0.00391414,0.00297337,0.00257548,0.00231481,0.00272035,0.0021441999999999998,0.00260003,0.00286369,0.00259179,0.00230415,0.00388651,0.00340191,0.00631939,0.00648457,0.00721393,0.00627506,0.005998699999999999,0.00651859,0.00592235,0.00595948,0.00611046,0.00665516,0.00598527,0.00542118,0.00223392,0.00273556,0.000343249,0.000353607,0.00045861,0.0004649,0.000236044,0.000236574,0.000339712,0.00022482,0.00023113400000000003,0.00044757699999999995,0.00284176,0.00253004,0.00216417,0.00262914,0.00211715,0.00217539,0.00297486,0.00766907,0.00255102,0.00716301,0.00253646,0.00753713,0.0,0.0,0.00757767,0.00736377,0.000117925,0.000764276,0.006663600000000001,0.0,0.00681918,0.000504286,0.00665484,0.000119517,0.000256279,0.00047984599999999997,0.000967196,0.00011566,0.000253068,0.00012080200000000001,0.0,0.00729376,0.00658537,0.00230129,0.00239808,0.00185061,0.00236337,0.0025545000000000003,0.00242204,0.00276928,0.00247597,0.00013607299999999998,0.00277008,0.0,0.00230379,0.00233754,0.00180408,0.00226108,0.0024294,0.00233816,0.00174398,0.0,0.00255678,0.000227152,0.000581193,0.00044933699999999996,0.0,0.00286944,0.00036846,0.0,0.00224036,0.000125992,0.00024975,0.00035317,0.000867303,0.00236407,0.00675338
CMS001_046_Ra_S3,Culex,tarsalis,Culex,tarsalis,0.00230911,0.00266951,0.00175803,0.00197869,0.00600751,0.00604686,0.00635809,0.00611465,0.00611845,0.0058346000000000005,0.00624688,0.00657562,0.0060423000000000004,0.00182482,0.00617132,0.00602555,0.005878199999999999,0.00572172,0.00587515,0.00636319,0.00180045,0.00198686,0.00704989,0.00652571,0.00610842,0.00566439,0.00637918,0.00628601,0.00669241,0.00668552,0.00674624,0.00703858,0.00721836,0.00162946,0.00279494,0.00197749,0.00242608,0.00241109,0.00239413,0.00229323,0.000127453,0.0,0.00013113,0.0,0.000131165,0.00074331,0.0006461619999999999,0.000374252,0.000126823,0.000614931,0.000128601,0.000121936,0.00120555,0.000378024,0.000246336,0.0007713069999999999,0.000279213,0.00396385,0.00459449,0.00598355,0.00411387,0.0039768,0.00685602,0.00689831,0.00702371,0.0067726,0.00708416,0.00675676,0.00556669,0.00207138,0.00232594,0.00226792,0.00226647,0.00239485,0.00232162,0.00242461,0.00195049,0.00253883,0.00235953,0.00244836,0.00200031,0.00232847,0.00204082,0.0023522,0.00234155,0.00195625,0.0,0.00210463,0.00646707,0.0036193000000000006,0.00609894,0.00239923,0.00623747,0.00227825,0.00228632,0.00603318,0.00645161,0.00217696,0.00249633,0.00549073,0.00257654,0.00623747,0.00226537,0.00625838,0.0023522,0.0023622,0.00233463,0.00229078,0.00223547,0.00228497,0.00237567,0.00234192,0.00572282,0.005581399999999999,0.0,0.00027100299999999997,0.00185529,0.00210716,0.000289226,0.0,0.000124378,0.000248725,0.0023766,0.000249938,0.00222823,0.000120351,0.0,0.00196569,0.00203284,0.000127259,0.0,0.00190311,0.00255678,0.0,0.00247934,0.00233936,0.00272027,0.0023285,0.000122444,0.00211416,0.00235886,0.00242522,0.00215484,0.00206349,0.0027248000000000003,0.00231985,0.00230514,0.00577744
