sample	sci_name	group
CMS002_047i_Rb_S2_L004	Acinetobacter schindleri	Bacteria
CMS002_035a_Rb_S169_L004	Phytophthora boehmeriae	Eukaryota
CMS001_042_Ra_S23	Hippocampus comes	Chordata
CMS002_020a_Rb_S131_L004	Hippocampus comes	Chordata
CMS002_042a_Rb_S177_L004	Hippocampus comes	Chordata
CMS001_014_Ra_S5	Brassica oleracea var. oleracea	Eukaryota
CMS001_057_Ra_S11	Spironema	Bacteria
CMS002_038a_Rb_S172_L004	Spironema	Bacteria
CMS001_006_Ra_S5	Spironema culicis	Bacteria
CMS001_011_Ra_S4	Spironema culicis	Bacteria
CMS001_013_Ra_S5	Spironema culicis	Bacteria
CMS001_018_Ra_S14	Spironema culicis	Bacteria
CMS001_026_Ra_S18	Spironema culicis	Bacteria
CMS001_028_Ra_S17	Spironema culicis	Bacteria
CMS001_038_Ra_S22	Spironema culicis	Bacteria
CMS001_048_Ra_S5	Spironema culicis	Bacteria
CMS001_049_Ra_S6	Spironema culicis	Bacteria
CMS001_053_Ra_S8	Spironema culicis	Bacteria
CMS001_056_Ra_S10	Spironema culicis	Bacteria
CMS001_058_Ra_S9	Spironema culicis	Bacteria
CMS001_water3_Qiagen_S26	Spironema culicis	Bacteria
CMS002_017d_Rb_S125_L004	Spironema culicis	Bacteria
CMS002_027b_Rb_S153_L004	Spironema culicis	Bacteria
CMS002_029a_Rb_S159_L004	Spironema culicis	Bacteria
CMS002_053a_Rb_S7_L004	Oryza meyeriana var. granulata	Eukaryota
CMS001_011_Ra_S4	pseudomallei group	Bacteria
CMS001_050_Ra_S23	pseudomallei group	Bacteria
CMS002_029b_Rb_S160_L004	pseudomallei group	Bacteria
CMS002_035a_Rb_S169_L004	pseudomallei group	Bacteria
CMS002_053a_Rb_S7_L004	pseudomallei group	Bacteria
CMS001_water2_S24	eukaryotic synthetic construct	Other
CMS001_water3_Qiagen_S26	eukaryotic synthetic construct	Other
CMS001_water4_Zymo_S27	eukaryotic synthetic construct	Other
CMS002_020e_Rb_S135_L004	eukaryotic synthetic construct	Other
CMS001_026_Ra_S18	Aphanomyces astaci	Eukaryota
CMS002_047e_Rb_S197_L004	Fungi incertae sedis	Eukaryota
CMS001_001_Ra_S1	Ovis canadensis canadensis	Chordata
CMS001_002_Ra_S1	Ovis canadensis canadensis	Chordata
CMS001_003_Ra_S2	Ovis canadensis canadensis	Chordata
CMS001_008_Ra_S3	Ovis canadensis canadensis	Chordata
CMS001_010_Ra_S1	Ovis canadensis canadensis	Chordata
CMS001_011_Ra_S4	Ovis canadensis canadensis	Chordata
CMS001_013_Ra_S5	Ovis canadensis canadensis	Chordata
CMS001_014_Ra_S5	Ovis canadensis canadensis	Chordata
CMS001_017_Ra_S6	Ovis canadensis canadensis	Chordata
CMS001_021_Ra_S16	Ovis canadensis canadensis	Chordata
CMS001_025_Ra_S7	Ovis canadensis canadensis	Chordata
CMS001_028_Ra_S17	Ovis canadensis canadensis	Chordata
CMS001_031_Ra_S19	Ovis canadensis canadensis	Chordata
CMS001_033_Ra_S8	Ovis canadensis canadensis	Chordata
CMS001_036_Ra_S20	Ovis canadensis canadensis	Chordata
CMS001_043_Ra_S24	Ovis canadensis canadensis	Chordata
CMS001_050_Ra_S23	Ovis canadensis canadensis	Chordata
CMS001_051_Ra_S8	Ovis canadensis canadensis	Chordata
CMS002_007a_Rb_S118_L004	Ovis canadensis canadensis	Chordata
CMS002_020a_Rb_S131_L004	Ovis canadensis canadensis	Chordata
CMS002_020d_Rb_S134_L004	Ovis canadensis canadensis	Chordata
CMS002_020e_Rb_S135_L004	Ovis canadensis canadensis	Chordata
CMS002_021a_Rb_S136_L004	Ovis canadensis canadensis	Chordata
CMS002_028b_Rb_S155_L004	Ovis canadensis canadensis	Chordata
CMS002_028c_Rb_S156_L004	Ovis canadensis canadensis	Chordata
CMS002_029a_Rb_S159_L004	Ovis canadensis canadensis	Chordata
CMS002_029b_Rb_S160_L004	Ovis canadensis canadensis	Chordata
CMS002_029e_Rb_S164_L004	Ovis canadensis canadensis	Chordata
CMS002_031a_Rb_S165_L004	Ovis canadensis canadensis	Chordata
CMS002_032a_Rb_S166_L004	Ovis canadensis canadensis	Chordata
CMS002_033a_Rb_S167_L004	Ovis canadensis canadensis	Chordata
CMS002_039a_Rb_S173_L004	Ovis canadensis canadensis	Chordata
CMS002_041a_Rb_S176_L004	Ovis canadensis canadensis	Chordata
CMS002_042a_Rb_S177_L004	Ovis canadensis canadensis	Chordata
CMS002_047a_Rb_S193_L004	Ovis canadensis canadensis	Chordata
CMS002_047b_Rb_S194_L004	Ovis canadensis canadensis	Chordata
CMS002_047d_Rb_S196_L004	Ovis canadensis canadensis	Chordata
CMS002_053a_Rb_S7_L004	Ovis canadensis canadensis	Chordata
CMS002_056a_Rb_S9_L004	Ovis canadensis canadensis	Chordata
CMS001_043_Ra_S24	Pipridae	Chordata
CMS001_047_Ra_S4	Pipridae	Chordata
CMS001_026_Ra_S18	Neopelma chrysocephalum	Chordata
CMS001_060_Ra_S12	Parasteatoda tepidariorum	Eukaryota
CMS001_water3_Qiagen_S26	Parasteatoda tepidariorum	Eukaryota
CMS002_020a_Rb_S131_L004	Parasteatoda tepidariorum	Eukaryota
CMS002_020e_Rb_S135_L004	Parasteatoda tepidariorum	Eukaryota
CMS002_047e_Rb_S197_L004	Parasteatoda tepidariorum	Eukaryota
CMS002_047i_Rb_S2_L004	Parasteatoda tepidariorum	Eukaryota
CMS001_028_Ra_S17	Saccharomyces kudriavzevii	Eukaryota
CMS001_042_Ra_S23	Saccharomyces kudriavzevii	Eukaryota
CMS002_020d_Rb_S134_L004	Saccharomyces kudriavzevii	Eukaryota
CMS001_025_Ra_S7	Rhabditophanes sp. KR3021	Eukaryota
CMS001_036_Ra_S20	Rhabditophanes sp. KR3021	Eukaryota
CMS002_020e_Rb_S135_L004	Rhabditophanes sp. KR3021	Eukaryota
CMS002_021a_Rb_S136_L004	Rhabditophanes sp. KR3021	Eukaryota
CMS002_026c_Rb_S148_L004	Rhabditophanes sp. KR3021	Eukaryota
CMS002_047h_Rb_S1_L004	Rhabditophanes sp. KR3021	Eukaryota
CMS001_055_Ra_S9	uncultured archaeon	Other
CMS001_water4_Zymo_S27	uncultured archaeon	Other
CMS001_004_Ra_S2	Ursus arctos horribilis	Chordata
CMS001_028_Ra_S17	Ursus arctos horribilis	Chordata
CMS002_040a_Rb_S174_L004	Ursus arctos horribilis	Chordata
CMS001_001_Ra_S1	Euteleostomi	Chordata
CMS001_002_Ra_S1	Euteleostomi	Chordata
CMS001_003_Ra_S2	Euteleostomi	Chordata
CMS001_005_Ra_S3	Euteleostomi	Chordata
CMS001_007_Ra_S12	Euteleostomi	Chordata
CMS001_008_Ra_S3	Euteleostomi	Chordata
CMS001_009_Ra_S13	Euteleostomi	Chordata
CMS001_012_Ra_S4	Euteleostomi	Chordata
CMS001_013_Ra_S5	Euteleostomi	Chordata
CMS001_014_Ra_S5	Euteleostomi	Chordata
CMS001_016_Ra_S6	Euteleostomi	Chordata
CMS001_017_Ra_S6	Euteleostomi	Chordata
CMS001_018_Ra_S14	Euteleostomi	Chordata
CMS001_020_Ra_S15	Euteleostomi	Chordata
CMS001_021_Ra_S16	Euteleostomi	Chordata
CMS001_024_Ra_S15	Euteleostomi	Chordata
CMS001_025_Ra_S7	Euteleostomi	Chordata
CMS001_026_Ra_S18	Euteleostomi	Chordata
CMS001_033_Ra_S8	Euteleostomi	Chordata
CMS001_034_Ra_S19	Euteleostomi	Chordata
CMS001_035_Ra_S20	Euteleostomi	Chordata
CMS001_036_Ra_S20	Euteleostomi	Chordata
CMS001_037_Ra_S21	Euteleostomi	Chordata
CMS001_038_Ra_S22	Euteleostomi	Chordata
CMS001_039_Ra_S9	Euteleostomi	Chordata
CMS001_041_Ra_S10	Euteleostomi	Chordata
CMS001_042_Ra_S23	Euteleostomi	Chordata
CMS001_045_Ra_S2	Euteleostomi	Chordata
CMS001_047_Ra_S4	Euteleostomi	Chordata
CMS001_050_Ra_S23	Euteleostomi	Chordata
CMS001_051_Ra_S8	Euteleostomi	Chordata
CMS001_057_Ra_S11	Euteleostomi	Chordata
CMS001_058_Ra_S9	Euteleostomi	Chordata
CMS001_060_Ra_S12	Euteleostomi	Chordata
CMS002_007a_Rb_S118_L004	Euteleostomi	Chordata
CMS002_020a_Rb_S131_L004	Euteleostomi	Chordata
CMS002_020b_Rb_S132_L004	Euteleostomi	Chordata
CMS002_020c_Rb_S133_L004	Euteleostomi	Chordata
CMS002_020d_Rb_S134_L004	Euteleostomi	Chordata
CMS002_020e_Rb_S135_L004	Euteleostomi	Chordata
CMS002_021a_Rb_S136_L004	Euteleostomi	Chordata
CMS002_027a_Rb_S152_L004	Euteleostomi	Chordata
CMS002_028a_Rb_S154_L004	Euteleostomi	Chordata
CMS002_028b_Rb_S155_L004	Euteleostomi	Chordata
CMS002_028c_Rb_S156_L004	Euteleostomi	Chordata
CMS002_028d_Rb_S157_L004	Euteleostomi	Chordata
CMS002_029c_Rb_S161_L004	Euteleostomi	Chordata
CMS002_029d_Rb_S162_L004	Euteleostomi	Chordata
CMS002_029e_Rb_S164_L004	Euteleostomi	Chordata
CMS002_031a_Rb_S165_L004	Euteleostomi	Chordata
CMS002_032a_Rb_S166_L004	Euteleostomi	Chordata
CMS002_033a_Rb_S167_L004	Euteleostomi	Chordata
CMS002_035a_Rb_S169_L004	Euteleostomi	Chordata
CMS002_038a_Rb_S172_L004	Euteleostomi	Chordata
CMS002_039a_Rb_S173_L004	Euteleostomi	Chordata
CMS002_040a_Rb_S174_L004	Euteleostomi	Chordata
CMS002_046b_Rb_S192_L004	Euteleostomi	Chordata
CMS002_047a_Rb_S193_L004	Euteleostomi	Chordata
CMS002_047b_Rb_S194_L004	Euteleostomi	Chordata
CMS002_047d_Rb_S196_L004	Euteleostomi	Chordata
CMS002_047e_Rb_S197_L004	Euteleostomi	Chordata
CMS002_047f_Rb_S198_L004	Euteleostomi	Chordata
CMS002_047i_Rb_S2_L004	Euteleostomi	Chordata
CMS002_047j_Rb_S3_L004	Euteleostomi	Chordata
CMS002_053a_Rb_S7_L004	Euteleostomi	Chordata
CMS002_056a_Rb_S9_L004	Euteleostomi	Chordata
CMS001_039_Ra_S9	Protopolystoma xenopodis	Eukaryota
CMS002_035a_Rb_S169_L004	Buchnera aphidicola (Acyrthosiphon pisum)	Bacteria
CMS001_water4_Zymo_S27	Methylobacteriaceae	Bacteria
CMS002_047i_Rb_S2_L004	Chromadorea	Eukaryota
CMS001_052_Ra_S7	Plasmodium vinckei brucechwatti	Eukaryota
CMS002_029d_Rb_S162_L004	Plasmodium vinckei brucechwatti	Eukaryota
CMS001_058_Ra_S9	Theileria youngi	Eukaryota
CMS001_038_Ra_S22	Propionibacterium australiense	Bacteria
CMS002_021a_Rb_S136_L004	Tauraco erythrolophus	Chordata
CMS001_009_Ra_S13	Pectobacterium	Bacteria
CMS002_047b_Rb_S194_L004	Pectobacterium	Bacteria
CMS002_053a_Rb_S7_L004	Pectobacterium	Bacteria
CMS002_007a_Rb_S118_L004	Astrocoeniina	Eukaryota
CMS001_051_Ra_S8	Nocardiopsis halotolerans	Bacteria
CMS002_047j_Rb_S3_L004	Forsythia suspensa	Eukaryota
CMS002_053a_Rb_S7_L004	Forsythia suspensa	Eukaryota
CMS002_007a_Rb_S118_L004	Trichechus manatus latirostris	Chordata
CMS002_029a_Rb_S159_L004	Nipponia nippon	Chordata
CMS001_001_Ra_S1	Erysipelotrichaceae	Bacteria
CMS001_008_Ra_S3	Erysipelotrichaceae	Bacteria
CMS002_021a_Rb_S136_L004	Erysipelotrichaceae	Bacteria
CMS002_021a_Rb_S136_L004	Bacillus jeotgali	Bacteria
CMS002_020a_Rb_S131_L004	Arachis ipaensis	Eukaryota
CMS002_020d_Rb_S134_L004	Arachis ipaensis	Eukaryota
CMS002_013a_Rb_S120_L004	Culex nigripalpus nucleopolyhedrovirus	Viruses
CMS001_001_Ra_S1	Parastrongyloides trichosuri	Eukaryota
CMS001_005_Ra_S3	Parastrongyloides trichosuri	Eukaryota
CMS001_008_Ra_S3	Parastrongyloides trichosuri	Eukaryota
CMS001_036_Ra_S20	Parastrongyloides trichosuri	Eukaryota
CMS001_051_Ra_S8	Parastrongyloides trichosuri	Eukaryota
CMS001_060_Ra_S12	Parastrongyloides trichosuri	Eukaryota
CMS002_029a_Rb_S159_L004	Parastrongyloides trichosuri	Eukaryota
CMS002_032a_Rb_S166_L004	Parastrongyloides trichosuri	Eukaryota
CMS002_035a_Rb_S169_L004	Parastrongyloides trichosuri	Eukaryota
CMS002_040a_Rb_S174_L004	Parastrongyloides trichosuri	Eukaryota
CMS002_053a_Rb_S7_L004	Parastrongyloides trichosuri	Eukaryota
CMS001_001_Ra_S1	cellular organisms	Other
CMS001_002_Ra_S1	cellular organisms	Other
CMS001_003_Ra_S2	cellular organisms	Other
CMS001_004_Ra_S2	cellular organisms	Other
CMS001_005_Ra_S3	cellular organisms	Other
CMS001_006_Ra_S5	cellular organisms	Other
CMS001_007_Ra_S12	cellular organisms	Other
CMS001_008_Ra_S3	cellular organisms	Other
CMS001_009_Ra_S13	cellular organisms	Other
CMS001_012_Ra_S4	cellular organisms	Other
CMS001_014_Ra_S5	cellular organisms	Other
CMS001_016_Ra_S6	cellular organisms	Other
CMS001_017_Ra_S6	cellular organisms	Other
CMS001_019_Ra_S14	cellular organisms	Other
CMS001_021_Ra_S16	cellular organisms	Other
CMS001_025_Ra_S7	cellular organisms	Other
CMS001_026_Ra_S18	cellular organisms	Other
CMS001_027_Ra_S16	cellular organisms	Other
CMS001_028_Ra_S17	cellular organisms	Other
CMS001_029_Ra_S18	cellular organisms	Other
CMS001_030_Ra_S7	cellular organisms	Other
CMS001_031_Ra_S19	cellular organisms	Other
CMS001_034_Ra_S19	cellular organisms	Other
CMS001_035_Ra_S20	cellular organisms	Other
CMS001_036_Ra_S20	cellular organisms	Other
CMS001_038_Ra_S22	cellular organisms	Other
CMS001_041_Ra_S10	cellular organisms	Other
CMS001_042_Ra_S23	cellular organisms	Other
CMS001_044_Ra_S25	cellular organisms	Other
CMS001_047_Ra_S4	cellular organisms	Other
CMS001_049_Ra_S6	cellular organisms	Other
CMS001_050_Ra_S23	cellular organisms	Other
CMS001_051_Ra_S8	cellular organisms	Other
CMS001_052_Ra_S7	cellular organisms	Other
CMS001_054_Ra_S11	cellular organisms	Other
CMS001_057_Ra_S11	cellular organisms	Other
CMS001_058_Ra_S9	cellular organisms	Other
CMS001_060_Ra_S12	cellular organisms	Other
CMS001_water2_S24	cellular organisms	Other
CMS001_water3_Qiagen_S26	cellular organisms	Other
CMS001_water4_Zymo_S27	cellular organisms	Other
CMS002_001a_Rb_S116_L004	cellular organisms	Other
CMS002_004a_Rb_S117_L004	cellular organisms	Other
CMS002_007a_Rb_S118_L004	cellular organisms	Other
CMS002_010a_Rb_S119_L004	cellular organisms	Other
CMS002_020b_Rb_S132_L004	cellular organisms	Other
CMS002_020d_Rb_S134_L004	cellular organisms	Other
CMS002_020e_Rb_S135_L004	cellular organisms	Other
CMS002_021a_Rb_S136_L004	cellular organisms	Other
CMS002_025c_Rb_S142_L004	cellular organisms	Other
CMS002_026c_Rb_S148_L004	cellular organisms	Other
CMS002_027a_Rb_S152_L004	cellular organisms	Other
CMS002_027b_Rb_S153_L004	cellular organisms	Other
CMS002_028b_Rb_S155_L004	cellular organisms	Other
CMS002_028d_Rb_S157_L004	cellular organisms	Other
CMS002_028e_Rb_S158_L004	cellular organisms	Other
CMS002_029a_Rb_S159_L004	cellular organisms	Other
CMS002_029b_Rb_S160_L004	cellular organisms	Other
CMS002_029c_Rb_S161_L004	cellular organisms	Other
CMS002_029d_Rb_S162_L004	cellular organisms	Other
CMS002_029e_Rb_S164_L004	cellular organisms	Other
CMS002_033a_Rb_S167_L004	cellular organisms	Other
CMS002_035a_Rb_S169_L004	cellular organisms	Other
CMS002_040a_Rb_S174_L004	cellular organisms	Other
CMS002_041a_Rb_S176_L004	cellular organisms	Other
CMS002_046a_Rb_S191_L004	cellular organisms	Other
CMS002_046b_Rb_S192_L004	cellular organisms	Other
CMS002_047a_Rb_S193_L004	cellular organisms	Other
CMS002_047c_Rb_S195_L004	cellular organisms	Other
CMS002_047e_Rb_S197_L004	cellular organisms	Other
CMS002_047h_Rb_S1_L004	cellular organisms	Other
CMS002_053a_Rb_S7_L004	cellular organisms	Other
CMS002_0Water2_Rb_S139_L004	cellular organisms	Other
CMS002_0Water4_Rb_S163_L004	cellular organisms	Other
CMS002_0Water5_Rb_S175_L004	cellular organisms	Other
CMS002_0Water7_Rb_S199_L004	cellular organisms	Other
CMS001_027_Ra_S16	Pteropus vampyrus	Chordata
CMS001_026_Ra_S18	Acanthaster planci	Eukaryota
CMS002_021a_Rb_S136_L004	Acanthaster planci	Eukaryota
CMS002_053a_Rb_S7_L004	Acanthaster planci	Eukaryota
CMS001_001_Ra_S1	secondary endosymbiont of Heteropsylla cubana	Bacteria
CMS001_050_Ra_S23	secondary endosymbiont of Heteropsylla cubana	Bacteria
CMS001_057_Ra_S11	secondary endosymbiont of Heteropsylla cubana	Bacteria
CMS002_018b_Rb_S129_L004	Capnodiales	Eukaryota
CMS002_041a_Rb_S176_L004	Oceanospirillales	Bacteria
CMS001_001_Ra_S1	Rhizamoeba	Eukaryota
CMS002_031a_Rb_S165_L004	Brassica napus var. napus	Eukaryota
CMS002_053a_Rb_S7_L004	Plasmodium vinckei petteri	Eukaryota
CMS002_026e_Rb_S150_L004	Blastococcus saxobsidens	Bacteria
CMS002_035a_Rb_S169_L004	Mycoplasma phocicerebrale	Bacteria
CMS002_020a_Rb_S131_L004	Mycoplasma phocirhinis	Bacteria
CMS001_009_Ra_S13	Monoraphidium neglectum	Eukaryota
CMS001_012_Ra_S4	Monoraphidium neglectum	Eukaryota
CMS001_035_Ra_S20	Monoraphidium neglectum	Eukaryota
CMS002_007a_Rb_S118_L004	Monoraphidium neglectum	Eukaryota
CMS002_047c_Rb_S195_L004	Monoraphidium neglectum	Eukaryota
CMS002_026c_Rb_S148_L004	Althaea officinalis	Eukaryota
CMS002_035a_Rb_S169_L004	Semisulcospira libertina	Eukaryota
CMS002_020d_Rb_S134_L004	Salinibacter ruber	Bacteria
CMS002_0Water6_Rb_S187_L004	Triticeae	Eukaryota
CMS002_020c_Rb_S133_L004	Trematosphaeria heterospora	Eukaryota
CMS001_006_Ra_S5	Pezizomycotina	Eukaryota
CMS001_013_Ra_S5	Pezizomycotina	Eukaryota
CMS001_021_Ra_S16	Pezizomycotina	Eukaryota
CMS002_018b_Rb_S129_L004	Pezizomycotina	Eukaryota
CMS002_020a_Rb_S131_L004	Pezizomycotina	Eukaryota
CMS002_026b_Rb_S147_L004	Pezizomycotina	Eukaryota
CMS002_028c_Rb_S156_L004	Pezizomycotina	Eukaryota
CMS002_028e_Rb_S158_L004	Pezizomycotina	Eukaryota
CMS002_044c_Rb_S180_L004	Pezizomycotina	Eukaryota
CMS002_044d_Rb_S181_L004	Pezizomycotina	Eukaryota
CMS002_047b_Rb_S194_L004	Pezizomycotina	Eukaryota
CMS002_047c_Rb_S195_L004	Pezizomycotina	Eukaryota
CMS002_047g_Rb_S200_L004	Pezizomycotina	Eukaryota
CMS002_047j_Rb_S3_L004	Pezizomycotina	Eukaryota
CMS002_049a_Rb_S4_L004	Pezizomycotina	Eukaryota
CMS002_056a_Rb_S9_L004	Pezizomycotina	Eukaryota
CMS001_035_Ra_S20	Dothideomycetes	Eukaryota
CMS002_047b_Rb_S194_L004	Dothideomycetes	Eukaryota
CMS002_047c_Rb_S195_L004	Dothideomycetes	Eukaryota
CMS002_025c_Rb_S142_L004	Sordariomycetes	Eukaryota
CMS002_025e_Rb_S144_L004	Sordariomycetes	Eukaryota
CMS002_047d_Rb_S196_L004	Sordariomycetes	Eukaryota
CMS001_012_Ra_S4	Pyricularia grisea	Eukaryota
CMS002_020a_Rb_S131_L004	Streptococcus urinalis	Bacteria
CMS002_021a_Rb_S136_L004	Phialocephala scopiformis	Eukaryota
CMS001_005_Ra_S3	Lasthenia californica	Eukaryota
CMS001_014_Ra_S5	Lasthenia californica	Eukaryota
CMS001_057_Ra_S11	Boleophthalmus pectinirostris	Chordata
CMS002_029a_Rb_S159_L004	Boleophthalmus pectinirostris	Chordata
CMS001_009_Ra_S13	Trametes pubescens	Eukaryota
CMS001_012_Ra_S4	Tremellomycetes	Eukaryota
CMS002_025e_Rb_S144_L004	Agaricomycetes	Eukaryota
CMS002_047g_Rb_S200_L004	Agaricomycetes	Eukaryota
CMS002_047j_Rb_S3_L004	Agaricomycetes	Eukaryota
CMS002_049a_Rb_S4_L004	Agaricomycetes	Eukaryota
CMS002_0Water1_Rb_S127_L004	uncultured organism	Other
CMS002_021a_Rb_S136_L004	Orthanthera albida	Eukaryota
CMS002_025a_Rb_S140_L004	Trechispora farinacea	Eukaryota
CMS002_046b_Rb_S192_L004	Magnetococcus marinus MC-1	Bacteria
CMS001_011_Ra_S4	Leptomonas pyrrhocoris	Eukaryota
CMS001_035_Ra_S20	Leptomonas pyrrhocoris	Eukaryota
CMS001_047_Ra_S4	Leptomonas pyrrhocoris	Eukaryota
CMS002_032a_Rb_S166_L004	Leptomonas pyrrhocoris	Eukaryota
CMS001_001_Ra_S1	Vigna angularis var. angularis	Eukaryota
CMS001_002_Ra_S1	Vigna angularis var. angularis	Eukaryota
CMS001_003_Ra_S2	Vigna angularis var. angularis	Eukaryota
CMS001_008_Ra_S3	Vigna angularis var. angularis	Eukaryota
CMS001_009_Ra_S13	Vigna angularis var. angularis	Eukaryota
CMS001_011_Ra_S4	Vigna angularis var. angularis	Eukaryota
CMS001_012_Ra_S4	Vigna angularis var. angularis	Eukaryota
CMS001_014_Ra_S5	Vigna angularis var. angularis	Eukaryota
CMS001_016_Ra_S6	Vigna angularis var. angularis	Eukaryota
CMS001_017_Ra_S6	Vigna angularis var. angularis	Eukaryota
CMS001_018_Ra_S14	Vigna angularis var. angularis	Eukaryota
CMS001_020_Ra_S15	Vigna angularis var. angularis	Eukaryota
CMS001_021_Ra_S16	Vigna angularis var. angularis	Eukaryota
CMS001_023_Ra_S17	Vigna angularis var. angularis	Eukaryota
CMS001_025_Ra_S7	Vigna angularis var. angularis	Eukaryota
CMS001_026_Ra_S18	Vigna angularis var. angularis	Eukaryota
CMS001_033_Ra_S8	Vigna angularis var. angularis	Eukaryota
CMS001_035_Ra_S20	Vigna angularis var. angularis	Eukaryota
CMS001_036_Ra_S20	Vigna angularis var. angularis	Eukaryota
CMS001_037_Ra_S21	Vigna angularis var. angularis	Eukaryota
CMS001_039_Ra_S9	Vigna angularis var. angularis	Eukaryota
CMS001_043_Ra_S24	Vigna angularis var. angularis	Eukaryota
CMS001_046_Ra_S3	Vigna angularis var. angularis	Eukaryota
CMS001_047_Ra_S4	Vigna angularis var. angularis	Eukaryota
CMS001_048_Ra_S5	Vigna angularis var. angularis	Eukaryota
CMS001_051_Ra_S8	Vigna angularis var. angularis	Eukaryota
CMS001_058_Ra_S9	Vigna angularis var. angularis	Eukaryota
CMS001_060_Ra_S12	Vigna angularis var. angularis	Eukaryota
CMS001_water3_Qiagen_S26	Vigna angularis var. angularis	Eukaryota
CMS002_007a_Rb_S118_L004	Vigna angularis var. angularis	Eukaryota
CMS002_020a_Rb_S131_L004	Vigna angularis var. angularis	Eukaryota
CMS002_020e_Rb_S135_L004	Vigna angularis var. angularis	Eukaryota
CMS002_021a_Rb_S136_L004	Vigna angularis var. angularis	Eukaryota
CMS002_029b_Rb_S160_L004	Vigna angularis var. angularis	Eukaryota
CMS002_034a_Rb_S168_L004	Vigna angularis var. angularis	Eukaryota
CMS002_046b_Rb_S192_L004	Vigna angularis var. angularis	Eukaryota
CMS002_053a_Rb_S7_L004	Vigna angularis var. angularis	Eukaryota
CMS002_054a_Rb_S8_L004	Vigna angularis var. angularis	Eukaryota
CMS001_017_Ra_S6	Octopus variabilis	Eukaryota
CMS002_017a_Rb_S122_L004	Ascogregarina	Eukaryota
CMS002_017a_Rb_S122_L004	Ascogregarina taiwanensis	Eukaryota
CMS002_017b_Rb_S123_L004	Ascogregarina taiwanensis	Eukaryota
CMS002_017c_Rb_S124_L004	Ascogregarina taiwanensis	Eukaryota
CMS001_016_Ra_S6	Olea europaea var. sylvestris	Eukaryota
CMS001_060_Ra_S12	Olea europaea var. sylvestris	Eukaryota
CMS002_021a_Rb_S136_L004	Olea europaea var. sylvestris	Eukaryota
CMS001_002_Ra_S1	Betta splendens	Chordata
CMS001_005_Ra_S3	Betta splendens	Chordata
CMS001_008_Ra_S3	Betta splendens	Chordata
CMS001_009_Ra_S13	Betta splendens	Chordata
CMS001_015_Ra_S13	Betta splendens	Chordata
CMS001_021_Ra_S16	Betta splendens	Chordata
CMS001_026_Ra_S18	Betta splendens	Chordata
CMS001_028_Ra_S17	Betta splendens	Chordata
CMS001_031_Ra_S19	Betta splendens	Chordata
CMS001_033_Ra_S8	Betta splendens	Chordata
CMS001_042_Ra_S23	Betta splendens	Chordata
CMS001_046_Ra_S3	Betta splendens	Chordata
CMS002_007a_Rb_S118_L004	Betta splendens	Chordata
CMS002_020a_Rb_S131_L004	Betta splendens	Chordata
CMS002_021a_Rb_S136_L004	Betta splendens	Chordata
CMS002_029b_Rb_S160_L004	Betta splendens	Chordata
CMS002_029c_Rb_S161_L004	Betta splendens	Chordata
CMS002_029d_Rb_S162_L004	Betta splendens	Chordata
CMS002_032a_Rb_S166_L004	Betta splendens	Chordata
CMS002_038a_Rb_S172_L004	Betta splendens	Chordata
CMS002_042a_Rb_S177_L004	Betta splendens	Chordata
CMS002_053a_Rb_S7_L004	Betta splendens	Chordata
CMS001_008_Ra_S3	Megamonas hypermegale	Bacteria
CMS002_020c_Rb_S133_L004	Megamonas hypermegale	Bacteria
CMS002_047d_Rb_S196_L004	Megamonas hypermegale	Bacteria
CMS001_001_Ra_S1	Providencia rustigianii	Bacteria
CMS002_028e_Rb_S158_L004	Providencia rustigianii	Bacteria
CMS002_047a_Rb_S193_L004	Dangeardinia pseudopertusa	Eukaryota
CMS002_047e_Rb_S197_L004	Dangeardinia pseudopertusa	Eukaryota
CMS002_020d_Rb_S134_L004	Tupiella akineta	Eukaryota
CMS001_013_Ra_S5	Enterococcus gilvus	Bacteria
CMS001_057_Ra_S11	Pseudoalteromonas phenolica	Bacteria
CMS002_007a_Rb_S118_L004	Pseudoalteromonas phenolica	Bacteria
CMS001_047_Ra_S4	Cercis chuniana	Eukaryota
CMS001_002_Ra_S1	Microbotryomycetes	Eukaryota
CMS001_007_Ra_S12	Microbotryomycetes	Eukaryota
CMS001_012_Ra_S4	Microbotryomycetes	Eukaryota
CMS001_014_Ra_S5	Microbotryomycetes	Eukaryota
CMS001_018_Ra_S14	Microbotryomycetes	Eukaryota
CMS001_025_Ra_S7	Microbotryomycetes	Eukaryota
CMS001_056_Ra_S10	Microbotryomycetes	Eukaryota
CMS002_028e_Rb_S158_L004	Microbotryomycetes	Eukaryota
CMS002_047b_Rb_S194_L004	Microbotryomycetes	Eukaryota
CMS002_047c_Rb_S195_L004	Microbotryomycetes	Eukaryota
CMS002_047g_Rb_S200_L004	Microbotryomycetes	Eukaryota
CMS002_047h_Rb_S1_L004	Microbotryomycetes	Eukaryota
CMS002_049a_Rb_S4_L004	Microbotryomycetes	Eukaryota
CMS002_057a_Rb_S10_L004	Microbotryomycetes	Eukaryota
CMS002_028e_Rb_S158_L004	Phaseoleae	Eukaryota
CMS002_047b_Rb_S194_L004	Trifolieae	Eukaryota
CMS002_047h_Rb_S1_L004	Phytophthora ramorum	Eukaryota
CMS002_020a_Rb_S131_L004	Blattabacterium punctulatus	Bacteria
