ska_genus	ska_species	collected_by	sample	taxid	group	family	sci_name	reads	read_prop	poly_group	baltimore_group	genome_description	number_of_segments_conventional
Culex	erythrothorax	ALCO	CMS001_035_Ra_S20	4892.0	Other Eukaryotes	Other eukaryotes	Saccharomycetales	13	3.690623545042641e-05				
Culex	erythrothorax	ALCO	CMS001_058_Ra_S9	4751.0	Other Eukaryotes	Other eukaryotes	Fungi	6	5.890322200624374e-05				
Culex	erythrothorax	ALCO	CMS001_015_Ra_S13	4210.0	Other Eukaryotes	Other eukaryotes	Asteraceae	4	8.13686201916231e-05				
Culex	erythrothorax	ALCO	CMS001_015_Ra_S13	4209.0	Other Eukaryotes	Other eukaryotes	Asterales	6	0.00012205293028743465				
Culex	erythrothorax	ALCO	CMS001_022_Ra_S6	3524.0	Other Eukaryotes	Other eukaryotes	Caryophyllales	16	0.00010078549696698645				
Culex	erythrothorax	ALCO	CMS001_037_Ra_S21	3524.0	Other Eukaryotes	Other eukaryotes	Caryophyllales	4	3.861264757271244e-05				
Culex	erythrothorax	ALCO	CMS001_022_Ra_S6	2759.0	Other Eukaryotes	Other eukaryotes	Eukaryota	1292	0.008138428880084156				
Culex	erythrothorax	ALCO	CMS001_011_Ra_S4	2759.0	Other Eukaryotes	Other eukaryotes	Eukaryota	1240	0.00855160618474228				
Culex	erythrothorax	ALCO	CMS001_020_Ra_S15	2759.0	Other Eukaryotes	Other eukaryotes	Eukaryota	208	0.0005468877355166775				
Culex	erythrothorax	ALCO	CMS001_001_Ra_S1	2759.0	Other Eukaryotes	Other eukaryotes	Eukaryota	166	0.00025523147649871616				
Culex	erythrothorax	ALCO	CMS001_058_Ra_S9	2759.0	Other Eukaryotes	Other eukaryotes	Eukaryota	136	0.0013351396988081914				
Culex	erythrothorax	ALCO	CMS001_049_Ra_S6	2759.0	Other Eukaryotes	Other eukaryotes	Eukaryota	108	0.0017078879119488898				
Culex	erythrothorax	ALCO	CMS001_048_Ra_S5	2759.0	Other Eukaryotes	Other eukaryotes	Eukaryota	102	0.0023527783544391393				
Culex	erythrothorax	ALCO	CMS001_052_Ra_S7	2759.0	Other Eukaryotes	Other eukaryotes	Eukaryota	94	0.0021750196677310383				
Culex	erythrothorax	ALCO	CMS001_057_Ra_S11	2759.0	Other Eukaryotes	Other eukaryotes	Eukaryota	90	0.0005140742094681045				
Culex	erythrothorax	ALCO	CMS001_013_Ra_S5	2759.0	Other Eukaryotes	Other eukaryotes	Eukaryota	47	0.000525169003854964				
Culex	erythrothorax	ALCO	CMS001_053_Ra_S8	2759.0	Other Eukaryotes	Other eukaryotes	Eukaryota	34	0.0007909551947145583				
Culex	erythrothorax	ALCO	CMS001_018_Ra_S14	2759.0	Other Eukaryotes	Other eukaryotes	Eukaryota	19	0.00031228941010174064				
Culex	erythrothorax	ALCO	CMS001_021_Ra_S16	2759.0	Other Eukaryotes	Other eukaryotes	Eukaryota	18	7.603053048190684e-05				
Culex	erythrothorax	ALCO	CMS001_024_Ra_S15	2759.0	Other Eukaryotes	Other eukaryotes	Eukaryota	17	0.0002763957987838585				
Culex	erythrothorax	ALCO	CMS001_007_Ra_S12	2759.0	Other Eukaryotes	Other eukaryotes	Eukaryota	11	0.00027072924614210826				
Culex	erythrothorax	ALCO	CMS001_017_Ra_S6	2759.0	Other Eukaryotes	Other eukaryotes	Eukaryota	9	9.632158566734805e-05				
Aedes	dorsalis	ALCO	CMS001_012_Ra_S4	1799696.0	Other Eukaryotes	Other eukaryotes	Sporidiobolaceae	17	0.00010065425264217414				
Aedes	dorsalis	ALCO	CMS001_012_Ra_S4	1437010.0	Metazoa	Other metazoa	Boreoeutheria	272	0.001610468042274786				
Aedes	dorsalis	ALCO	CMS001_012_Ra_S4	1437010.0	Chordates	Other chordates	Boreoeutheria	272	0.001610468042274786				
Aedes	dorsalis	ALCO	CMS001_012_Ra_S4	314145.0	Metazoa	Other metazoa	Laurasiatheria	1316	0.007791823322182421				
Aedes	dorsalis	ALCO	CMS001_012_Ra_S4	314145.0	Chordates	Other chordates	Laurasiatheria	1316	0.007791823322182421				
Aedes	dorsalis	ALCO	CMS001_012_Ra_S4	162481.0	Other Eukaryotes	Other eukaryotes	Microbotryomycetes	59	0.0003493294650522514				
Aedes	dorsalis	ALCO	CMS001_012_Ra_S4	155616.0	Other Eukaryotes	Other eukaryotes	Tremellomycetes	35	0.0002072293436750644				
Aedes	dorsalis	ALCO	CMS001_012_Ra_S4	35500.0	Metazoa	Other metazoa	Pecora	3	1.7762515172148377e-05				
Aedes	dorsalis	ALCO	CMS001_012_Ra_S4	35500.0	Chordates	Pecora	Pecora	3	1.7762515172148377e-05				
Aedes	dorsalis	ALCO	CMS001_012_Ra_S4	33213.0	Metazoa	Other metazoa	Bilateria	15	8.881257586074188e-05				
Aedes	dorsalis	ALCO	CMS001_012_Ra_S4	32523.0	Metazoa	Other metazoa	Tetrapoda	3	1.7762515172148377e-05				
Aedes	dorsalis	ALCO	CMS001_012_Ra_S4	32523.0	Chordates	Other chordates	Tetrapoda	3	1.7762515172148377e-05				
Aedes	dorsalis	ALCO	CMS001_012_Ra_S4	9913.0	Metazoa	Other metazoa	Bos taurus	10	5.9208383907161255e-05				
Aedes	dorsalis	ALCO	CMS001_012_Ra_S4	9913.0	Chordates	Pecora	Bos taurus	10	5.9208383907161255e-05				
Aedes	dorsalis	ALCO	CMS001_012_Ra_S4	9895.0	Metazoa	Other metazoa	Bovidae	659	0.0039018324994819268				
Aedes	dorsalis	ALCO	CMS001_012_Ra_S4	9895.0	Chordates	Pecora	Bovidae	659	0.0039018324994819268				
Aedes	dorsalis	ALCO	CMS001_012_Ra_S4	9881.0	Metazoa	Other metazoa	Odocoileinae	1071	0.006341217916456971				
Aedes	dorsalis	ALCO	CMS001_012_Ra_S4	9881.0	Chordates	Pecora	Odocoileinae	1071	0.006341217916456971				
Aedes	dorsalis	ALCO	CMS001_012_Ra_S4	9880.0	Metazoa	Other metazoa	Odocoileus virginianus texanus	21	0.00012433760620503864				
Aedes	dorsalis	ALCO	CMS001_012_Ra_S4	9880.0	Chordates	Pecora	Odocoileus virginianus texanus	21	0.00012433760620503864				
Aedes	dorsalis	ALCO	CMS001_012_Ra_S4	9872.0	Metazoa	Other metazoa	Odocoileus hemionus	11	6.512922229787738e-05				
Aedes	dorsalis	ALCO	CMS001_012_Ra_S4	9872.0	Chordates	Pecora	Odocoileus hemionus	11	6.512922229787738e-05				
Aedes	dorsalis	ALCO	CMS001_012_Ra_S4	9871.0	Metazoa	Other metazoa	Odocoileus	3	1.7762515172148377e-05				
Aedes	dorsalis	ALCO	CMS001_012_Ra_S4	9871.0	Chordates	Pecora	Odocoileus	3	1.7762515172148377e-05				
Aedes	dorsalis	ALCO	CMS001_012_Ra_S4	5533.0	Other Eukaryotes	Other eukaryotes	Rhodotorula	7	4.1445868735012875e-05				
Aedes	dorsalis	ALCO	CMS001_012_Ra_S4	5234.0	Other Eukaryotes	Other eukaryotes	Tremellales	28	0.0001657834749400515				
Aedes	dorsalis	ALCO	CMS001_012_Ra_S4	5204.0	Other Eukaryotes	Other eukaryotes	Basidiomycota	26	0.00015394179815861927				
Aedes	dorsalis	ALCO	CMS001_012_Ra_S4	4751.0	Other Eukaryotes	Other eukaryotes	Fungi	29	0.00017170431333076764				
Aedes	dorsalis	ALCO	CMS001_012_Ra_S4	2759.0	Other Eukaryotes	Other eukaryotes	Eukaryota	530	0.003138044347079546				
Aedes	albopictus	WVAL 	CMS002_045b_Rb_S184_L004	1505670.0	Other Eukaryotes	Other eukaryotes	Puccinia cf. psidii AE-2014	33	0.0007338225483655771				
Aedes	albopictus	WVAL 	CMS002_026d_Rb_S149_L004	1479691.0	Metazoa	Other metazoa	Trachelas tranquillus	14	0.0003247506379030387				
Aedes	albopictus	WVAL 	CMS002_045a_Rb_S183_L004	1437201.0	Other Eukaryotes	Other eukaryotes	Pentapetalae	12	0.0003456619426201175				
Aedes	albopictus	WVAL 	CMS002_045a_Rb_S183_L004	1437010.0	Metazoa	Other metazoa	Boreoeutheria	4	0.00011522064754003918				
Aedes	albopictus	WVAL 	CMS002_045a_Rb_S183_L004	1437010.0	Chordates	Other chordates	Boreoeutheria	4	0.00011522064754003918				
Aedes	albopictus	WVAL 	CMS002_026e_Rb_S150_L004	1236909.0	Wolbachia	Wolbachia	Wolbachieae	9	0.0004751346214760849				
Aedes	albopictus	WVAL 	CMS002_026e_Rb_S150_L004	1156560.0	Other Eukaryotes	Other eukaryotes	Ichthyosporea sp. ex Tenebrio molitor	7	0.0003695491500369549				
Aedes	albopictus	WVAL 	CMS002_026d_Rb_S149_L004	1156497.0	Other Eukaryotes	Other eukaryotes	Pichiaceae	19	0.00044073300858269544				
Aedes	albopictus	WVAL 	CMS002_026c_Rb_S148_L004	1156497.0	Other Eukaryotes	Other eukaryotes	Pichiaceae	16	0.000666611115740355				
Aedes	albopictus	WVAL 	CMS002_026b_Rb_S147_L004	1131492.0	Other Eukaryotes	Other eukaryotes	Aspergillaceae	14	0.0007892214893736964				
Aedes	albopictus	WVAL 	CMS002_045a_Rb_S183_L004	1116230.0	Wolbachia	Wolbachia	Wolbachieae	2545	0.07330913699734991				
Aedes	albopictus	WVAL 	CMS002_026d_Rb_S149_L004	1116230.0	Wolbachia	Wolbachia	Wolbachieae	2222	0.05154256553003943				
Aedes	albopictus	WVAL 	CMS002_026a_Rb_S146_L004	1116230.0	Wolbachia	Wolbachia	Wolbachieae	1690	0.14807675457811267				
Aedes	albopictus	WVAL 	CMS002_026b_Rb_S147_L004	1116230.0	Wolbachia	Wolbachia	Wolbachieae	1202	0.0677603021590845				
Aedes	albopictus	WVAL 	CMS002_026c_Rb_S148_L004	1116230.0	Wolbachia	Wolbachia	Wolbachieae	1112	0.04632947254395467				
Aedes	albopictus	WVAL 	CMS002_045g_Rb_S190_L004	1116230.0	Wolbachia	Wolbachia	Wolbachieae	709	0.007245636267015493				
Aedes	albopictus	WVAL 	CMS002_026e_Rb_S150_L004	1116230.0	Wolbachia	Wolbachia	Wolbachieae	442	0.023334389188047724				
Aedes	albopictus	WVAL 	CMS002_045e_Rb_S188_L004	1116230.0	Wolbachia	Wolbachia	Wolbachieae	334	0.001376927801986239				
Aedes	albopictus	WVAL 	CMS002_045d_Rb_S186_L004	1116230.0	Wolbachia	Wolbachia	Wolbachieae	201	0.0011086474501108647				
Aedes	albopictus	WVAL 	CMS002_045c_Rb_S185_L004	1116230.0	Wolbachia	Wolbachia	Wolbachieae	34	0.0003259452411994785				
Aedes	albopictus	WVAL 	CMS002_045b_Rb_S184_L004	1116230.0	Wolbachia	Wolbachia	Wolbachieae	21	0.00046697798532354903				
Aedes	albopictus	WVAL 	CMS002_045b_Rb_S184_L004	890382.0	Other Eukaryotes	Other eukaryotes	Albugo laibachii Nc14	17	0.000378029797642873				
Aedes	albopictus	WVAL 	CMS002_026c_Rb_S148_L004	559295.0	Other Eukaryotes	Other eukaryotes	Lachancea thermotolerans CBS 6340	1199	0.049954170485792856				
Aedes	albopictus	WVAL 	CMS002_026d_Rb_S149_L004	559295.0	Other Eukaryotes	Other eukaryotes	Lachancea thermotolerans CBS 6340	503	0.011667826490373467				
Aedes	albopictus	WVAL 	CMS002_026b_Rb_S147_L004	559295.0	Other Eukaryotes	Other eukaryotes	Lachancea thermotolerans CBS 6340	132	0.0074412311855234226				
Aedes	albopictus	WVAL 	CMS002_026e_Rb_S150_L004	559295.0	Other Eukaryotes	Other eukaryotes	Lachancea thermotolerans CBS 6340	119	0.006282335550628234				
Aedes	albopictus	WVAL 	CMS002_026d_Rb_S149_L004	381046.0	Other Eukaryotes	Other eukaryotes	Lachancea thermotolerans	782	0.018139642774298307				
Aedes	albopictus	WVAL 	CMS002_026b_Rb_S147_L004	381046.0	Other Eukaryotes	Other eukaryotes	Lachancea thermotolerans	110	0.006201025987936185				
Aedes	albopictus	WVAL 	CMS002_026e_Rb_S150_L004	381046.0	Other Eukaryotes	Other eukaryotes	Lachancea thermotolerans	59	0.0031147714074543343				
Aedes	albopictus	WVAL 	CMS002_026c_Rb_S148_L004	381046.0	Other Eukaryotes	Other eukaryotes	Lachancea thermotolerans	53	0.002208149320889926				
Aedes	albopictus	WVAL 	CMS002_026a_Rb_S146_L004	381046.0	Other Eukaryotes	Other eukaryotes	Lachancea thermotolerans	26	0.002278103916586349				
Aedes	albopictus	WVAL 	CMS002_026c_Rb_S148_L004	214907.0	Other Eukaryotes	Other eukaryotes	Malvoideae	6	0.0002499791684026331				
Aedes	albopictus	WVAL 	CMS002_045b_Rb_S184_L004	198675.0	Other Eukaryotes	Other eukaryotes	Puccinia menthae	8	0.000177896375361352				
Aedes	albopictus	WVAL 	CMS002_026e_Rb_S150_L004	182871.0	Other Eukaryotes	Other eukaryotes	Lepiota lilacea	4	0.00021117094287825995				
Aedes	albopictus	WVAL 	CMS002_026c_Rb_S148_L004	145745.0	Other Eukaryotes	Other eukaryotes	Althaea officinalis	19	0.0007916006999416715				
Aedes	albopictus	WVAL 	CMS002_026d_Rb_S149_L004	76775.0	Other Eukaryotes	Other eukaryotes	Malassezia restricta	3	6.958942240779402e-05				
Aedes	albopictus	WVAL 	CMS002_026d_Rb_S149_L004	76773.0	Other Eukaryotes	Other eukaryotes	Malassezia globosa	4	9.278589654372535e-05				
Aedes	albopictus	WVAL 	CMS002_045g_Rb_S190_L004	33687.0	Other Eukaryotes	Microsporidia	Amblyospora	3	3.06585455585987e-05				
Aedes	albopictus	WVAL 	CMS002_026d_Rb_S149_L004	13329.0	Other Eukaryotes	Other eukaryotes	Achillea millefolium	22	0.0005103224309904894				
Aedes	albopictus	WVAL 	CMS002_026d_Rb_S149_L004	6905.0	Metazoa	Other metazoa	Araneomorphae	7	0.00016237531895151936				
Aedes	albopictus	WVAL 	CMS002_026c_Rb_S148_L004	5506.0	Other Eukaryotes	Other eukaryotes	Fusarium	41	0.0017081909840846595				
Aedes	albopictus	WVAL 	CMS002_026a_Rb_S146_L004	5506.0	Other Eukaryotes	Other eukaryotes	Fusarium	9	0.0007885744326645054				
Aedes	albopictus	WVAL 	CMS002_045a_Rb_S183_L004	5498.0	Other Eukaryotes	Other eukaryotes	Cladosporium	25	0.0007201290471252448				
Aedes	albopictus	WVAL 	CMS002_026d_Rb_S149_L004	5338.0	Other Eukaryotes	Other eukaryotes	Agaricales	30	0.0006958942240779402				
Aedes	albopictus	WVAL 	CMS002_026c_Rb_S148_L004	5338.0	Other Eukaryotes	Other eukaryotes	Agaricales	17	0.0007082743104741271				
Aedes	albopictus	WVAL 	CMS002_026b_Rb_S147_L004	5338.0	Other Eukaryotes	Other eukaryotes	Agaricales	3	0.00016911889058007779				
Aedes	albopictus	WVAL 	CMS002_045g_Rb_S190_L004	5296.0	Other Eukaryotes	Other eukaryotes	Puccinia	3	3.06585455585987e-05				
Aedes	albopictus	WVAL 	CMS002_045b_Rb_S184_L004	5258.0	Other Eukaryotes	Other eukaryotes	Pucciniales	15	0.000333555703802535				
Aedes	albopictus	WVAL 	CMS002_026b_Rb_S147_L004	5052.0	Other Eukaryotes	Other eukaryotes	Aspergillus	38	0.002142172614014319				
Aedes	albopictus	WVAL 	CMS002_045c_Rb_S185_L004	5052.0	Other Eukaryotes	Other eukaryotes	Aspergillus	4	3.8346498964644526e-05				
Aedes	albopictus	WVAL 	CMS002_026e_Rb_S150_L004	4892.0	Other Eukaryotes	Other eukaryotes	Saccharomycetales	12	0.0006335128286347799				
Aedes	albopictus	WVAL 	CMS002_026a_Rb_S146_L004	4892.0	Other Eukaryotes	Other eukaryotes	Saccharomycetales	4	0.0003504775256286691				
Aedes	albopictus	WVAL 	CMS002_026a_Rb_S146_L004	4565.0	Other Eukaryotes	Other eukaryotes	Triticum aestivum	4	0.0003504775256286691				
Aedes	albopictus	WVAL 	CMS002_026d_Rb_S149_L004	4210.0	Other Eukaryotes	Other eukaryotes	Asteraceae	35	0.0008118765947575968				
Aedes	albopictus	WVAL 	CMS002_045b_Rb_S184_L004	3455.0	Other Eukaryotes	Other eukaryotes	Menispermaceae	8	0.000177896375361352				
Aedes	albopictus	WVAL 	CMS002_026e_Rb_S150_L004	953.0	Wolbachia	Wolbachia	Wolbachieae	3112	0.16429099355928622				
Aedes	albopictus	WVAL 	CMS002_045a_Rb_S183_L004	953.0	Wolbachia	Wolbachia	Wolbachieae	2337	0.06731766332526788				
Aedes	albopictus	WVAL 	CMS002_026d_Rb_S149_L004	953.0	Wolbachia	Wolbachia	Wolbachieae	627	0.01454418928322895				
Aedes	albopictus	WVAL 	CMS002_045d_Rb_S186_L004	953.0	Wolbachia	Wolbachia	Wolbachieae	461	0.0025427187786124807				
Aedes	albopictus	WVAL 	CMS002_045g_Rb_S190_L004	953.0	Wolbachia	Wolbachia	Wolbachieae	454	0.0046396598945346035				
Aedes	albopictus	WVAL 	CMS002_026a_Rb_S146_L004	953.0	Wolbachia	Wolbachia	Wolbachieae	330	0.028914395864365196				
Aedes	albopictus	WVAL 	CMS002_045f_Rb_S189_L004	953.0	Wolbachia	Wolbachia	Wolbachieae	111	0.005187158278424225				
Aedes	aegypti	WVAL 	CMS002_025c_Rb_S142_L004	748619.0	Other Eukaryotes	Other eukaryotes	Dothideomycetes sp. TRN 142	3	0.0016474464579901153				
Aedes	aegypti	WVAL 	CMS002_044c_Rb_S180_L004	716546.0	Other Eukaryotes	Other eukaryotes	leotiomyceta	7	0.0037253858435337944				
Aedes	aegypti	WVAL 	CMS002_044c_Rb_S180_L004	451864.0	Other Eukaryotes	Other eukaryotes	Dikarya	45	0.023948908994145823				
Aedes	aegypti	WVAL 	CMS002_044a_Rb_S178_L004	451864.0	Other Eukaryotes	Other eukaryotes	Dikarya	45	0.013345195729537367				
Aedes	aegypti	WVAL 	CMS002_025c_Rb_S142_L004	451864.0	Other Eukaryotes	Other eukaryotes	Dikarya	5	0.0027457440966501922				
Aedes	aegypti	WVAL 	CMS002_025c_Rb_S142_L004	407092.0	Other Eukaryotes	Other eukaryotes	Plectosphaera eucalypti	20	0.010982976386600769				
Aedes	aegypti	WVAL 	CMS002_044d_Rb_S181_L004	237593.0	Other Eukaryotes	Other eukaryotes	Catenulostroma elginense	5	0.0009228497600590623				
Aedes	aegypti	WVAL 	CMS002_025a_Rb_S140_L004	156599.0	Other Eukaryotes	Other eukaryotes	Trechispora farinacea	9	0.0054678007290400975				
Aedes	aegypti	WVAL 	CMS002_025c_Rb_S142_L004	147550.0	Other Eukaryotes	Other eukaryotes	Sordariomycetes	34	0.018671059857221308				
Aedes	aegypti	WVAL 	CMS002_025e_Rb_S144_L004	147550.0	Other Eukaryotes	Other eukaryotes	Sordariomycetes	6	0.002305032654629274				
Aedes	aegypti	WVAL 	CMS002_025e_Rb_S144_L004	93827.0	Other Eukaryotes	Other eukaryotes	Gymnopus	4	0.001536688436419516				
Aedes	aegypti	WVAL 	CMS002_044d_Rb_S181_L004	42658.0	Other Eukaryotes	Other eukaryotes	Udeniomyces	16	0.0029531192321889995				
Aedes	aegypti	WVAL 	CMS002_044e_Rb_S182_L004	36922.0	Other Eukaryotes	Other eukaryotes	Diaporthe	7	0.002383384405856316				
Aedes	aegypti	WVAL 	CMS002_025c_Rb_S142_L004	10090.0	Metazoa	Other metazoa	Mus musculus	4	0.002196595277320154				
Aedes	aegypti	WVAL 	CMS002_025c_Rb_S142_L004	10090.0	Chordates	Rodentia	Mus musculus	4	0.002196595277320154				
Aedes	aegypti	WVAL 	CMS002_025c_Rb_S142_L004	5333.0	Other Eukaryotes	Other eukaryotes	Schizophyllum	4	0.002196595277320154				
Aedes	aegypti	WVAL 	CMS002_025a_Rb_S140_L004	5333.0	Other Eukaryotes	Other eukaryotes	Schizophyllum	3	0.0018226002430133657				
Aedes	aegypti	WVAL 	CMS002_044e_Rb_S182_L004	4892.0	Other Eukaryotes	Other eukaryotes	Saccharomycetales	6	0.0020429009193054137				
Aedes	aegypti	WVAL 	CMS002_025c_Rb_S142_L004	4751.0	Other Eukaryotes	Other eukaryotes	Fungi	4	0.002196595277320154				
Aedes	aegypti	WVAL 	CMS002_044e_Rb_S182_L004	4527.0	Other Eukaryotes	Other eukaryotes	Oryza	4	0.001361933946203609				
Aedes	aegypti	WVAL 	CMS002_025c_Rb_S142_L004	4209.0	Other Eukaryotes	Other eukaryotes	Asterales	10	0.0054914881933003845				
Aedes	aegypti	WVAL 	CMS002_025c_Rb_S142_L004	2759.0	Other Eukaryotes	Other eukaryotes	Eukaryota	34	0.018671059857221308				
Aedes	aegypti	SAND	CMS002_017d_Rb_S125_L004	716546.0	Other Eukaryotes	Other eukaryotes	leotiomyceta	4	1.619243084820001e-05				
Aedes	aegypti	SAND	CMS002_017b_Rb_S123_L004	247478.0	Other Eukaryotes	Apicomplexa	Ascogregarina culicis	19	0.00011039066675962722				
Aedes	aegypti	SAND	CMS002_017c_Rb_S124_L004	247478.0	Other Eukaryotes	Apicomplexa	Ascogregarina culicis	12	7.419314949919624e-05				
Aedes	aegypti	SAND	CMS002_017a_Rb_S122_L004	247478.0	Other Eukaryotes	Apicomplexa	Ascogregarina culicis	9	5.9290881062492586e-05				
Aedes	aegypti	SAND	CMS002_017b_Rb_S123_L004	158379.0	Other Eukaryotes	Apicomplexa	Ascogregarina taiwanensis	210	0.0012201073694485115				
Aedes	aegypti	SAND	CMS002_017a_Rb_S122_L004	158379.0	Other Eukaryotes	Apicomplexa	Ascogregarina taiwanensis	115	0.000757605702465183				
Aedes	aegypti	SAND	CMS002_017c_Rb_S124_L004	158379.0	Other Eukaryotes	Apicomplexa	Ascogregarina taiwanensis	28	0.0001731173488314579				
Aedes	aegypti	SAND	CMS002_017b_Rb_S123_L004	158378.0	Other Eukaryotes	Apicomplexa	Ascogregarina	19	0.00011039066675962722				
Aedes	aegypti	SAND	CMS002_017a_Rb_S122_L004	158378.0	Other Eukaryotes	Apicomplexa	Ascogregarina	7	4.611512971527201e-05				
Aedes	aegypti	SAND	CMS002_018b_Rb_S129_L004	134362.0	Other Eukaryotes	Other eukaryotes	Capnodiales	4	1.8304625578883783e-05				
Aedes	aegypti	SAND	CMS002_017b_Rb_S123_L004	88730.0	Other Eukaryotes	Other eukaryotes	Pinus massoniana	7	4.067024564828372e-05				
Aedes	aegypti	SAND	CMS002_017a_Rb_S122_L004	88036.0	Other Eukaryotes	Other eukaryotes	Selaginella moellendorffii	6	3.9527254041661726e-05				
Aedes	aegypti	SAND	CMS002_017b_Rb_S123_L004	54921.0	Other Eukaryotes	Other eukaryotes	Pinus resinosa	25	0.00014525087731529897				
Aedes	aegypti	SAND	CMS002_017b_Rb_S123_L004	5878.0	Other Eukaryotes	Other eukaryotes	Ciliophora	4	2.3240140370447838e-05				
Aedes	aegypti	SAND	CMS002_018b_Rb_S129_L004	5327.0	Other Eukaryotes	Other eukaryotes	Trametes hirsuta	16	7.321850231553513e-05				
Aedes	aegypti	SAND	CMS002_018b_Rb_S129_L004	5324.0	Other Eukaryotes	Other eukaryotes	Trametes	4	1.8304625578883783e-05				
Aedes	aegypti	SAND	CMS002_018b_Rb_S129_L004	5317.0	Other Eukaryotes	Other eukaryotes	Polyporaceae	3	1.3728469184162838e-05				
Aedes	aegypti	SAND	CMS002_019a_Rb_S130_L004	5125.0	Other Eukaryotes	Other eukaryotes	Hypocreales	5	2.3769342302298494e-05				
Aedes	aegypti	SAND	CMS002_017b_Rb_S123_L004	3352.0	Other Eukaryotes	Other eukaryotes	Pinus taeda	78	0.00045318273722373285				
Aedes	aegypti	SAND	CMS002_017b_Rb_S123_L004	3337.0	Other Eukaryotes	Other eukaryotes	Pinus	71	0.0004125124915754491				
Culiseta	particeps	SAND	CMS002_020c_Rb_S133_L004	2059674.0	Virus	Xinmoviridae	Gordis virus	30290	0.09941839092532297	6.0	V	single stranded RNA negative sense	1
Culiseta	particeps	SAND	CMS002_021a_Rb_S136_L004	2059674.0	Virus	Xinmoviridae	Gordis virus	21191	0.029661782058478123	6.0	V	single stranded RNA negative sense	1
Culiseta	particeps	SAND	CMS002_020e_Rb_S135_L004	2059674.0	Virus	Xinmoviridae	Gordis virus	20353	0.04974787533333496	6.0	V	single stranded RNA negative sense	1
Culiseta	particeps	SAND	CMS002_020a_Rb_S131_L004	2059674.0	Virus	Xinmoviridae	Gordis virus	16957	0.025052929243979807	6.0	V	single stranded RNA negative sense	1
Culiseta	particeps	SAND	CMS002_020d_Rb_S134_L004	2059674.0	Virus	Xinmoviridae	Gordis virus	4766	0.03396522234891676	6.0	V	single stranded RNA negative sense	1
Culiseta	particeps	SAND	CMS002_020b_Rb_S132_L004	2059674.0	Virus	Xinmoviridae	Gordis virus	205	0.0008209983339741126	6.0	V	single stranded RNA negative sense	1
Culiseta	particeps	SAND	CMS002_020c_Rb_S133_L004	1111709.0	Virus	Iflaviridae	25|Ifla-like	39755	0.13048458670307742	25.0	IV	single stranded RNA positive sense	1
Culiseta	particeps	SAND	CMS002_020a_Rb_S131_L004	1111709.0	Virus	Iflaviridae	25|Ifla-like	11670	0.017241710460414245	25.0	IV	single stranded RNA positive sense	1
Culiseta	particeps	SAND	CMS002_020b_Rb_S132_L004	1111709.0	Virus	Iflaviridae	25|Ifla-like	250	0.0010012174804562347	25.0	IV	single stranded RNA positive sense	1
Culiseta	particeps	SAND	CMS002_020b_Rb_S132_L004	502177.0	Virus	Solemoviridae	Kellev virus	67939	0.27208685761886453	531.0	IV	single stranded RNA positive sense	1
Culiseta	particeps	SAND	CMS002_020a_Rb_S131_L004	502177.0	Virus	Solemoviridae	Kellev virus	2704	0.003994994437443026	531.0	IV	single stranded RNA positive sense	1
Culiseta	particeps	SAND	CMS002_021a_Rb_S136_L004	39756.0	Virus	Totiviridae	Hagerguy virus	113	0.0001581700425939327	6512.0	III	double stranded RNA	1
Culiseta	particeps	SAND	CMS002_020b_Rb_S132_L004	39756.0	Virus	Totiviridae	Hagerguy virus	60	0.00024029219530949635	6512.0	III	double stranded RNA	1
Culiseta	particeps	SAND	CMS002_020d_Rb_S134_L004	39756.0	Virus	Totiviridae	22872|Toti-like	12	8.551881413911061e-05	22872.0	III	double stranded RNA	1
Culiseta	particeps	SAND	CMS002_020e_Rb_S135_L004	37960.0	Virus	Partitiviridae	Nefer virus	173725	0.42462780141913314	1636.0	III	double stranded RNA	2
Culiseta	particeps	SAND	CMS002_020c_Rb_S133_L004	37960.0	Virus	Partitiviridae	Nefer virus	123552	0.4055246297657809	1636.0	III	double stranded RNA	2
Culiseta	particeps	SAND	CMS002_020b_Rb_S132_L004	37960.0	Virus	Partitiviridae	Nefer virus	118885	0.4761189606561579	1636.0	III	double stranded RNA	2
Culiseta	particeps	SAND	CMS002_021a_Rb_S136_L004	37960.0	Virus	Partitiviridae	Nefer virus	79548	0.11134611104656778	1636.0	III	double stranded RNA	2
Culiseta	particeps	SAND	CMS002_020a_Rb_S131_L004	37960.0	Virus	Partitiviridae	Nefer virus	69099	0.10208954165416999	1636.0	III	double stranded RNA	2
Culiseta	particeps	SAND	CMS002_020d_Rb_S134_L004	37960.0	Virus	Partitiviridae	Nefer virus	34974	0.24924458380843786	1636.0	III	double stranded RNA	2
Culiseta	particeps	SAND	CMS002_020a_Rb_S131_L004	37960.0	Virus	Partitiviridae	Nebet virus	9942	0.014688696263705092	3256.0	III	double stranded RNA	2
Culiseta	particeps	ALCO	CMS001_003_Ra_S2	2059674.0	Virus	Xinmoviridae	Gordis virus	3667	0.019920253797179547	6.0	V	single stranded RNA negative sense	1
Culiseta	particeps	ALCO	CMS001_025_Ra_S7	2059674.0	Virus	Xinmoviridae	Gordis virus	2722	0.018295223884609697	6.0	V	single stranded RNA negative sense	1
