,cluster,kingdom
6830,18793,Eukaryota
3843,18805,Eukaryota
3057,18809,Bacteria
4037,18820,Eukaryota
4387,18824,Bacteria
5369,18833,Eukaryota
11,18844,Eukaryota
6174,18857,Eukaryota
3380,18873,Eukaryota
4053,18879,Eukaryota
862,18882,Eukaryota
1369,18902,Eukaryota
6306,18915,Eukaryota
4035,18936,Bacteria
879,18942,Eukaryota
3810,18965,Eukaryota
5108,18980,Eukaryota
4402,19001,Eukaryota
6534,19011,Eukaryota
2574,19021,Bacteria
6287,19027,Eukaryota
3378,19029,Eukaryota
2926,19033,Bacteria
99,19041,Eukaryota
1886,19054,Eukaryota
148,19102,Eukaryota
2261,19124,Bacteria
3121,19134,Eukaryota
1981,19153,Eukaryota
1444,19154,Eukaryota
2751,19161,Bacteria
1047,19162,Viruses
6647,19166,Bacteria
5793,19199,Eukaryota
778,19202,Eukaryota
1928,19211,Eukaryota
6039,19218,Eukaryota
6229,19220,Eukaryota
6496,19254,Bacteria
5257,19255,Eukaryota
2631,19265,Eukaryota
3696,19273,Eukaryota
6470,19288,Eukaryota
5688,19289,Eukaryota
567,19301,Eukaryota
1125,19305,Eukaryota
6618,19313,Bacteria
1006,19331,
2242,19354,Eukaryota
238,19362,Eukaryota
2720,19365,Eukaryota
5810,19379,Eukaryota
6156,19391,Bacteria
4917,19400,Eukaryota
1447,19410,Eukaryota
4565,19411,Bacteria
172,19439,Bacteria
3358,19449,Eukaryota
170,19453,Eukaryota
931,19454,Eukaryota
2256,19479,Eukaryota
3613,19491,Eukaryota
489,19492,Viruses
3844,19509,Bacteria
5322,19523,Bacteria
2541,19526,Eukaryota
1616,19531,Eukaryota
828,19550,Viruses
4958,19553,Viruses
3700,19575,Bacteria
3369,19582,
4283,19590,Viruses
820,19605,Eukaryota
932,19610,
3078,19628,Eukaryota
2510,19633,Eukaryota
583,19637,Bacteria
2788,19651,Bacteria
6248,19656,Eukaryota
4131,19669,Eukaryota
731,19682,Bacteria
681,19693,Eukaryota
3116,19694,Eukaryota
4875,19703,Eukaryota
1465,19721,
6357,19731,Viruses
4508,19739,Eukaryota
3010,19758,Eukaryota
3567,19782,Eukaryota
4054,19795,Eukaryota
6301,19799,Eukaryota
124,19808,Eukaryota
4983,19814,Eukaryota
2440,19873,Eukaryota
3954,19874,Bacteria
3579,19884,Viruses
913,19890,Viruses
4871,19895,
3463,19896,Eukaryota
6473,19897,Eukaryota
3044,19899,Bacteria
2851,19910,Bacteria
975,19916,
1697,19920,Eukaryota
372,19928,Archaea
158,19971,Eukaryota
6875,19983,Eukaryota
2683,19994,Bacteria
5462,19996,Eukaryota
6142,20006,Eukaryota
4486,20012,Eukaryota
1025,20016,Eukaryota
2700,20032,Eukaryota
362,20037,Eukaryota
3626,20048,Eukaryota
660,20052,
2775,20057,Bacteria
780,20067,Eukaryota
607,20069,Eukaryota
1594,20101,Bacteria
579,20106,Eukaryota
2865,20117,
73,20122,Eukaryota
486,20125,Eukaryota
3296,20142,Eukaryota
3509,20146,Eukaryota
911,20149,Bacteria
5394,20157,Bacteria
3675,20165,Eukaryota
4129,20168,Eukaryota
76,20172,Eukaryota
2202,20179,Eukaryota
5145,20188,Bacteria
4578,20196,Bacteria
1497,20207,Bacteria
50,20216,Bacteria
6559,20224,Eukaryota
3102,20227,Eukaryota
1010,20229,Eukaryota
3587,20248,Bacteria
6514,20249,Eukaryota
3299,20262,Eukaryota
970,20283,Eukaryota
2273,20307,Eukaryota
926,20325,Eukaryota
6206,20326,Eukaryota
2665,20329,Eukaryota
5647,20363,Eukaryota
6551,20379,Bacteria
712,20390,Eukaryota
3086,20427,Viruses
2053,20428,Eukaryota
1228,20432,Eukaryota
1301,20436,Bacteria
4325,20443,Bacteria
6386,20445,Eukaryota
5491,20448,
2445,20459,Eukaryota
3669,20466,Bacteria
4601,20487,Eukaryota
4364,20499,Eukaryota
1883,20501,Bacteria
5018,20506,Eukaryota
630,20522,Eukaryota
2774,20526,Eukaryota
3505,20534,Eukaryota
2974,20537,Eukaryota
3291,20575,Eukaryota
6531,20584,Bacteria
2770,20585,Eukaryota
6666,20600,Viruses
5483,20604,Eukaryota
909,20613,Bacteria
2661,20622,
3937,20623,Eukaryota
64,20630,Eukaryota
3419,20631,Eukaryota
3561,20640,Eukaryota
249,20643,Bacteria
2911,20648,Eukaryota
1249,20653,Eukaryota
231,20656,Bacteria
6809,20657,Eukaryota
2513,20662,Eukaryota
6482,20668,Bacteria
188,20678,Viruses
3050,20686,Bacteria
2964,20690,Eukaryota
1268,20701,Bacteria
1265,20705,Bacteria
2699,20719,Eukaryota
6003,20723,Eukaryota
4647,20724,Eukaryota
168,20729,Bacteria
6240,20741,Eukaryota
3297,20751,Eukaryota
3481,20753,Eukaryota
4779,20758,Eukaryota
5524,20762,Eukaryota
3882,20763,Eukaryota
5708,20769,Bacteria
4237,20770,Eukaryota
6847,20771,Eukaryota
6154,20773,
6462,20792,Eukaryota
2550,20798,Eukaryota
5037,20804,Eukaryota
898,20811,Bacteria
633,20820,
534,20825,Bacteria
4612,20832,Eukaryota
2091,20855,Eukaryota
1776,20871,Eukaryota
3717,20926,Eukaryota
122,20931,Bacteria
2288,20932,Eukaryota
742,20940,Bacteria
3661,20950,Eukaryota
5375,20971,Eukaryota
3874,20977,Eukaryota
5840,20991,Eukaryota
2239,20997,Eukaryota
4212,21020,Eukaryota
5070,21030,Bacteria
6295,21050,Eukaryota
2477,21076,Eukaryota
4051,21081,Eukaryota
4515,21094,Eukaryota
1199,21098,Eukaryota
4610,21099,Eukaryota
1740,21118,Eukaryota
5191,21152,Eukaryota
903,21156,Eukaryota
5409,21166,Viruses
5065,21175,Eukaryota
6828,21190,
2179,21195,Bacteria
3171,21199,Eukaryota
5584,21201,Viruses
4763,21204,Eukaryota
796,21208,Eukaryota
6044,21214,
2805,21215,Eukaryota
1680,21221,Eukaryota
5149,21245,Eukaryota
259,21247,Eukaryota
6769,21267,
2682,21280,Eukaryota
2638,21282,Eukaryota
2375,21289,Eukaryota
3372,21313,Bacteria
5620,21315,Eukaryota
349,21326,Eukaryota
4684,21329,Eukaryota
3079,21372,Eukaryota
6,21383,Bacteria
598,21384,
1986,21408,Bacteria
1297,21413,Eukaryota
6742,21415,Eukaryota
2136,21421,Eukaryota
6180,21428,Eukaryota
1171,21432,
5837,21443,
4048,21457,Eukaryota
6655,21478,
3355,21484,Eukaryota
1968,21489,Eukaryota
1068,21510,Bacteria
5982,21521,Eukaryota
4854,21545,Eukaryota
1050,21557,Eukaryota
4384,21580,Eukaryota
2847,21582,Eukaryota
3017,21590,Eukaryota
4478,21598,Eukaryota
2539,21610,Eukaryota
5648,21611,
5285,21621,Bacteria
6106,21650,Bacteria
291,21653,Eukaryota
1170,21656,Eukaryota
3595,21659,Eukaryota
635,21662,Eukaryota
2170,21669,Bacteria
5344,21695,Eukaryota
5870,21698,Eukaryota
2208,21718,Eukaryota
1420,21719,Bacteria
4814,21736,
5844,21740,Bacteria
1660,21771,Eukaryota
2384,21776,Eukaryota
5657,21801,Eukaryota
754,21805,Eukaryota
5114,21815,Eukaryota
2397,21821,
5670,21825,Eukaryota
4052,21853,Eukaryota
2458,21871,Bacteria
5459,21874,
2185,21907,Eukaryota
5238,21944,Eukaryota
363,21976,Bacteria
885,21984,Eukaryota
6610,21985,Eukaryota
4894,22020,Eukaryota
6517,22021,Eukaryota
5902,22026,Eukaryota
6012,22027,Eukaryota
3217,22032,
2060,22043,Bacteria
5777,22055,Eukaryota
5174,22062,Eukaryota
2252,22068,Archaea
4818,22071,Eukaryota
83,22072,Bacteria
2978,22084,Eukaryota
1932,22101,Eukaryota
1054,22103,Eukaryota
3350,22111,Eukaryota
508,22156,Eukaryota
1802,22167,
2333,22171,Eukaryota
3537,22174,Eukaryota
2924,22176,Eukaryota
2759,22185,Eukaryota
5969,22204,Bacteria
438,22225,Eukaryota
5999,22232,Eukaryota
6598,22265,Eukaryota
4825,22270,Bacteria
4777,22328,Bacteria
92,22335,Eukaryota
4655,22342,Eukaryota
2490,22343,Eukaryota
6887,22345,Bacteria
5041,22347,Eukaryota
3139,22359,Eukaryota
2475,22372,Eukaryota
1610,22380,Eukaryota
5060,22381,Bacteria
1221,22384,Eukaryota
5993,22400,Eukaryota
672,22417,Eukaryota
3924,22419,Bacteria
1666,22430,Eukaryota
2247,22432,Eukaryota
3495,22439,Eukaryota
2698,22453,Eukaryota
4127,22454,Bacteria
4783,22466,Bacteria
2652,22473,
74,22505,Bacteria
3776,22512,Eukaryota
5486,22527,Eukaryota
1442,22535,
709,22539,Eukaryota
6861,22578,Eukaryota
1633,22582,
5262,22585,Bacteria
4333,22591,Eukaryota
725,22632,Eukaryota
3538,22646,Bacteria
3420,22649,Eukaryota
3322,22650,Eukaryota
2402,22651,
3224,22654,Viruses
1202,22671,Eukaryota
2551,22677,Eukaryota
3344,22681,Eukaryota
5288,22689,Eukaryota
831,22698,
1925,22708,Viruses
382,22716,Viruses
6726,22720,Eukaryota
623,22730,Eukaryota
5362,22759,Eukaryota
5357,22774,Bacteria
532,22782,Eukaryota
2600,22793,Eukaryota
2613,22804,Eukaryota
3604,22809,Eukaryota
1511,22828,Eukaryota
3287,22829,Eukaryota
3004,22848,Eukaryota
2647,22864,Eukaryota
2894,22872,Viruses
3974,22882,Eukaryota
1869,22886,Bacteria
2289,22888,Eukaryota
5979,22900,Eukaryota
3062,22909,Eukaryota
4902,22915,
2882,22923,Eukaryota
5585,22928,Eukaryota
785,22938,
2491,22947,Eukaryota
1424,22949,Eukaryota
586,22950,Eukaryota
258,22952,Eukaryota
3923,22968,Viruses
6167,22984,Bacteria
4301,22988,Bacteria
6361,22992,Eukaryota
3043,22997,Eukaryota
2267,23000,Eukaryota
852,23005,Eukaryota
2280,23015,Eukaryota
6117,23024,Eukaryota
4128,23041,Eukaryota
1636,23043,Eukaryota
4135,23054,Bacteria
5305,23071,
6254,23097,Eukaryota
1775,23101,Bacteria
4972,23108,Eukaryota
2968,23120,Eukaryota
1407,23124,Eukaryota
4937,23135,Eukaryota
2553,23149,Eukaryota
6577,23163,Eukaryota
3122,23165,
997,23169,Eukaryota
3683,23173,Eukaryota
1536,23185,Eukaryota
2780,23230,Eukaryota
6232,23231,Bacteria
2754,23234,Eukaryota
4607,23236,Eukaryota
1288,23237,Eukaryota
1398,23255,Eukaryota
5762,23261,Bacteria
5699,23262,Eukaryota
4018,23263,Viruses
3762,23270,Eukaryota
4808,23271,Bacteria
6449,23291,Eukaryota
4444,23326,Eukaryota
6157,23342,Eukaryota
5304,23350,Eukaryota
6354,23354,Bacteria
6045,23357,Eukaryota
3715,23364,Eukaryota
6447,23371,Eukaryota
3634,23380,
6734,23395,Bacteria
6429,23396,Bacteria
2269,23398,Eukaryota
429,23430,Eukaryota
6281,23455,Eukaryota
2778,23469,Bacteria
1930,23471,Viruses
3921,23488,Eukaryota
2579,23502,Eukaryota
4498,23515,Eukaryota
2971,23518,Eukaryota
4436,23523,Bacteria
4935,23529,Eukaryota
1232,23536,
3958,23548,Eukaryota
2083,23554,Bacteria
5496,23594,Eukaryota
3731,23597,Eukaryota
293,23601,Eukaryota
1720,23611,Eukaryota
6687,23624,Eukaryota
6141,23630,Bacteria
1182,23639,Viruses
1601,23649,Bacteria
5776,23657,Bacteria
324,23658,Bacteria
1862,23667,Eukaryota
4864,23672,Eukaryota
3966,23676,Viruses
631,23707,Eukaryota
1318,23715,Eukaryota
2213,23725,Bacteria
6525,23729,Eukaryota
1828,23735,
2903,23751,Eukaryota
1985,23770,Eukaryota
5350,23775,Eukaryota
5445,23785,Bacteria
1827,23789,Eukaryota
6137,23792,Eukaryota
3763,23813,Eukaryota
4435,23824,Archaea
6054,23826,Eukaryota
136,23838,Eukaryota
3986,23840,Bacteria
3640,23865,Eukaryota
2557,23868,Eukaryota
6078,23898,Eukaryota
1492,23905,Eukaryota
2156,23917,Bacteria
3231,23923,
533,23954,Eukaryota
4328,24009,Eukaryota
1376,24013,Viruses
3512,24019,Eukaryota
5222,24021,Eukaryota
5989,24050,Bacteria
1709,24052,Eukaryota
3119,24056,Eukaryota
2610,24087,Eukaryota
5198,24099,Bacteria
5806,24109,Eukaryota
4727,24112,Eukaryota
5096,24117,Bacteria
889,24129,Eukaryota
454,24132,Eukaryota
4886,24136,Eukaryota
6279,24138,Eukaryota
5353,24145,Bacteria
5798,24153,Eukaryota
1861,24160,Eukaryota
1873,24166,Eukaryota
4595,24188,Eukaryota
309,24200,Eukaryota
6215,24243,Eukaryota
1349,24246,Eukaryota
1952,24248,Eukaryota
4930,24249,Eukaryota
4225,24259,Bacteria
6521,24264,Bacteria
6360,24268,Eukaryota
5650,24304,Eukaryota
4066,24321,Eukaryota
2155,24325,Eukaryota
5996,24327,Eukaryota
6722,24337,Bacteria
1786,24338,Bacteria
1111,24341,Eukaryota
2032,24346,Eukaryota
2562,24356,Eukaryota
1721,24381,Eukaryota
1053,24389,Eukaryota
4557,24397,Eukaryota
1274,24400,Eukaryota
6223,24415,Eukaryota
2812,24446,Bacteria
2518,24450,Eukaryota
2973,24452,Bacteria
1780,24462,Eukaryota
5493,24463,Eukaryota
5012,24467,Eukaryota
875,24469,Bacteria
6319,24475,Eukaryota
3790,24483,Eukaryota
3832,24488,Eukaryota
4243,24496,Eukaryota
2569,24498,Eukaryota
577,24537,Eukaryota
629,24562,Bacteria
4253,24566,Eukaryota
5323,24568,Eukaryota
5398,24582,Eukaryota
2650,24594,Bacteria
6143,24613,Eukaryota
5279,24617,Bacteria
618,24623,Eukaryota
5649,24628,Eukaryota
2229,24633,Eukaryota
4618,24635,Eukaryota
4834,24640,Bacteria
4793,24641,Eukaryota
6183,24642,Eukaryota
5697,24655,Eukaryota
4057,24666,Bacteria
6327,24712,Eukaryota
2434,24724,Eukaryota
3566,24728,Eukaryota
2888,24738,Eukaryota
2037,24743,Eukaryota
479,24754,Eukaryota
4425,24768,Eukaryota
6126,24783,
3575,24800,Eukaryota
4925,24809,Eukaryota
51,24815,Eukaryota
6396,24823,Bacteria
1877,24825,Eukaryota
308,24834,Bacteria
1614,24841,Eukaryota
784,24848,Eukaryota
3031,24850,Eukaryota
1425,24853,Eukaryota
5918,24861,Eukaryota
6437,24871,Eukaryota
4639,24909,Eukaryota
3970,24925,Eukaryota
1894,24941,Eukaryota
5944,24953,Eukaryota
6149,24966,Eukaryota
5965,24981,Bacteria
743,24995,Eukaryota
4077,25037,Eukaryota
987,25044,Bacteria
2611,25050,Bacteria
1899,25059,Bacteria
2315,25079,Eukaryota
4219,25093,Eukaryota
692,25113,Eukaryota
2240,25124,Eukaryota
1352,25174,Eukaryota
2716,25187,Bacteria
3082,25198,
1524,25212,
744,25216,Bacteria
3930,25218,
5851,25262,Bacteria
3558,25275,Eukaryota
3886,25278,Eukaryota
2076,25287,Eukaryota
1903,25291,Eukaryota
724,25299,Viruses
2319,25311,Bacteria
730,25320,Bacteria
2253,25358,Eukaryota
663,25363,Eukaryota
3489,25375,Bacteria
3990,25376,Eukaryota
981,25397,Bacteria
886,25428,Eukaryota
3576,25435,
3029,25436,Eukaryota
5545,25438,Eukaryota
3003,25489,Eukaryota
5274,25497,Bacteria
1950,25498,Bacteria
6304,25512,Eukaryota
2594,25523,Eukaryota
3228,25576,Eukaryota
3272,25590,Viruses
5448,25594,Eukaryota
218,25600,Eukaryota
5765,25603,Eukaryota
1044,25623,Eukaryota
6284,25624,Eukaryota
1222,25629,Bacteria
2064,25639,Bacteria
3641,25640,Eukaryota
6714,25647,Eukaryota
6883,25661,Eukaryota
3488,25673,Eukaryota
2799,25678,Eukaryota
3192,25694,Eukaryota
6812,25720,Bacteria
4803,25738,Eukaryota
5296,25755,Viruses
3475,25761,Eukaryota
4145,25766,Eukaryota
2461,25779,Bacteria
4772,25781,Bacteria
2884,25787,Eukaryota
3238,25796,Eukaryota
4337,25798,Eukaryota
4689,25801,Viruses
6554,25803,Eukaryota
1470,25808,
5530,25831,Bacteria
5621,25837,Eukaryota
6434,25842,Eukaryota
1304,25844,Eukaryota
3319,25852,Eukaryota
5937,25868,Eukaryota
6817,25884,Eukaryota
1711,25916,Bacteria
1848,25926,Bacteria
390,25937,Bacteria
2450,25938,
4865,25956,Eukaryota
1907,25960,Eukaryota
664,25962,Eukaryota
2830,25964,Eukaryota
5790,25987,Eukaryota
3637,25999,Bacteria
6027,26012,Viruses
6715,26048,Eukaryota
2758,26068,Bacteria
1082,26073,Eukaryota
1185,26074,Eukaryota
4477,26102,Eukaryota
850,26131,Eukaryota
294,26160,Eukaryota
5539,26161,Eukaryota
2097,26170,Eukaryota
140,26179,Eukaryota
3435,26183,Bacteria
5970,26184,Bacteria
5638,26186,Bacteria
4161,26189,Eukaryota
1048,26193,
3357,26201,Bacteria
3292,26241,
1517,26249,Bacteria
612,26261,Viruses
2581,26271,Eukaryota
3006,26292,Bacteria
5715,26293,Bacteria
4073,26308,Eukaryota
3083,26322,Eukaryota
5469,26386,Eukaryota
1538,26391,Eukaryota
509,26404,Eukaryota
105,26405,Eukaryota
67,26436,Eukaryota
316,26463,Eukaryota
5213,26470,Eukaryota
3248,26479,Eukaryota
3833,26480,Eukaryota
4424,26484,Viruses
1183,26503,Eukaryota
1936,26507,Eukaryota
578,26514,Eukaryota
1235,26520,Viruses
4141,26524,Eukaryota
790,26557,Eukaryota
1864,26591,Eukaryota
380,26628,Eukaryota
1628,26632,Eukaryota
5020,26643,Eukaryota
3428,26651,Eukaryota
4081,26661,Eukaryota
5972,26689,Eukaryota
2467,26698,Eukaryota
4593,26706,Eukaryota
2608,26707,Eukaryota
6402,26708,Eukaryota
3817,26730,Bacteria
944,26740,Bacteria
2017,26784,Bacteria
3816,26788,Eukaryota
6637,26805,Eukaryota
4728,26831,Bacteria
6264,26834,Eukaryota
6014,26849,Eukaryota
6060,26864,Eukaryota
3089,26868,Bacteria
2281,26874,
427,26889,Eukaryota
5854,26908,Eukaryota
6356,26919,Bacteria
1945,26930,Bacteria
1055,26999,Eukaryota
505,27037,Eukaryota
6098,27043,
3084,27050,Eukaryota
813,27064,Bacteria
5873,27086,Eukaryota
3813,27097,Bacteria
3544,27105,Viruses
6305,27111,Eukaryota
3408,27122,Eukaryota
2887,27142,Archaea
6004,27157,Bacteria
6168,27171,Eukaryota
235,27172,Eukaryota
4027,27173,Eukaryota
1627,27191,Eukaryota
1012,27194,Eukaryota
110,27199,Bacteria
6580,27230,Eukaryota
1634,27242,Bacteria
917,27271,Viruses
521,27276,Eukaryota
3662,27278,Eukaryota
1197,27286,Eukaryota
3470,27294,Eukaryota
6036,27295,Eukaryota
1778,27307,
3173,27326,Eukaryota
6130,27348,Eukaryota
2492,27363,Eukaryota
1723,27372,Eukaryota
6601,27389,Bacteria
555,27405,Eukaryota
2118,27424,Eukaryota
4254,27434,Eukaryota
6486,27445,Eukaryota
4268,27452,Eukaryota
6200,27466,Eukaryota
254,27468,Bacteria
5137,27482,Eukaryota
2124,27494,Eukaryota
1946,27505,Eukaryota
1455,27506,Eukaryota
6732,27524,
1980,27534,Bacteria
2114,27536,Viruses
710,27543,Eukaryota
5653,27554,Eukaryota
2459,27556,Eukaryota
4274,27557,Bacteria
1309,27564,Eukaryota
4754,27573,Eukaryota
6696,27595,
4466,27606,Eukaryota
5417,27645,Eukaryota
4999,27647,Eukaryota
1990,27653,Eukaryota
4299,27659,Eukaryota
6000,27663,Eukaryota
2150,27666,Eukaryota
4310,27667,Eukaryota
1252,27687,
3066,27720,Eukaryota
1971,27729,Eukaryota
3907,27745,Eukaryota
2757,27748,
5492,27760,Eukaryota
6006,27773,Eukaryota
800,27778,Eukaryota
741,27780,Bacteria
2396,27784,Eukaryota
2575,27786,Eukaryota
3554,27793,Eukaryota
643,27815,Eukaryota
3569,27839,Eukaryota
6114,27860,Eukaryota
6513,27873,Bacteria
4061,27882,Bacteria
652,27900,Eukaryota
5045,27904,Eukaryota
3766,27907,Eukaryota
280,27926,Eukaryota
482,27942,Eukaryota
4504,27954,Eukaryota
847,27961,Eukaryota
475,27978,Eukaryota
2087,27996,Eukaryota
838,27997,Bacteria
5359,28020,Eukaryota
374,28028,Eukaryota
4735,28067,Eukaryota
992,28084,Eukaryota
2767,28115,Eukaryota
935,28143,Eukaryota
1032,28144,
1988,28152,Eukaryota
2084,28179,Bacteria
5,28186,Eukaryota
1378,28192,Bacteria
1187,28198,Eukaryota
2892,28203,Eukaryota
2447,28218,Eukaryota
4376,28244,
2595,28255,Eukaryota
6139,28263,Viruses
5750,28275,Eukaryota
4591,28281,Eukaryota
761,28282,Eukaryota
814,28297,Eukaryota
628,28302,Eukaryota
4097,28308,Eukaryota
6699,28311,Eukaryota
4965,28318,Eukaryota
6321,28363,Eukaryota
1599,28366,Eukaryota
2360,28367,Eukaryota
904,28368,Eukaryota
4697,28371,Bacteria
441,28418,Eukaryota
782,28424,Bacteria
4323,28426,Eukaryota
3733,28439,Eukaryota
1793,28451,Eukaryota
5106,28462,
2154,28496,Eukaryota
4413,28497,Bacteria
4187,28498,Eukaryota
3722,28499,Bacteria
3819,28502,Eukaryota
2719,28516,Bacteria
3787,28518,Eukaryota
5183,28543,Eukaryota
5009,28584,Eukaryota
5617,28596,Eukaryota
1645,28604,Eukaryota
3888,28618,Eukaryota
4490,28621,Eukaryota
2147,28676,Eukaryota
4011,28693,Bacteria
511,28694,Eukaryota
5603,28699,Eukaryota
1703,28713,Eukaryota
4626,28715,Eukaryota
4087,28716,Eukaryota
5421,28717,Eukaryota
3758,28723,Viruses
5024,28727,
6665,28730,Eukaryota
5827,28731,Eukaryota
4121,28744,Bacteria
1326,28783,Eukaryota
6352,28790,Bacteria
1263,28807,Bacteria
584,28814,Bacteria
5076,28822,Eukaryota
2748,28836,
3818,28851,Eukaryota
575,28892,Eukaryota
6603,28907,Eukaryota
4747,28934,Eukaryota
1576,28935,Bacteria
1943,28936,Eukaryota
4700,28941,Viruses
5864,28943,Bacteria
6062,28952,Bacteria
5383,28965,Eukaryota
5548,28970,Eukaryota
5747,28984,Bacteria
1299,28999,Bacteria
5427,29006,Eukaryota
3363,29014,Bacteria
1394,29025,Viruses
670,29092,Eukaryota
300,29094,
1609,29106,Bacteria
250,29118,Bacteria
5057,29120,Eukaryota
6346,29122,Eukaryota
2004,29123,Eukaryota
6017,29137,Eukaryota
2249,29172,Eukaryota
6336,29185,
180,29186,Bacteria
2979,29187,Eukaryota
5882,29191,Bacteria
4949,29198,Eukaryota
4781,29204,Eukaryota
562,29210,Viruses
5105,29220,Eukaryota
3340,29231,Bacteria
5023,29250,Bacteria
4405,29251,
3666,29255,Bacteria
403,29256,Bacteria
4163,29270,Eukaryota
4359,29298,Eukaryota
1014,29300,Eukaryota
5232,29302,Bacteria
5363,29310,Eukaryota
2014,29321,Eukaryota
6235,29335,
2340,29347,Bacteria
1173,29362,Eukaryota
1960,29375,Eukaryota
3336,29392,Eukaryota
2126,29408,Eukaryota
5203,29438,Eukaryota
3808,29449,Bacteria
5337,29451,Eukaryota
2590,29490,Eukaryota
3184,29498,Bacteria
4870,29511,Eukaryota
4542,29518,
6563,29559,Eukaryota
2918,29561,Eukaryota
6711,29566,Eukaryota
3482,29569,Eukaryota
6451,29585,Bacteria
4620,29590,Eukaryota
3732,29594,Eukaryota
908,29607,Eukaryota
6868,29617,Eukaryota
3825,29623,Bacteria
112,29626,Eukaryota
673,29644,Eukaryota
4758,29674,Eukaryota
4889,29677,Eukaryota
3448,29684,Eukaryota
5795,29702,Eukaryota
2468,29710,Eukaryota
1501,29726,Eukaryota
6439,29729,Eukaryota
6280,29743,Eukaryota
6813,29759,Eukaryota
4049,29760,Eukaryota
5771,29783,Eukaryota
407,29825,Eukaryota
1344,29826,Bacteria
4025,29827,Eukaryota
803,29839,Eukaryota
2303,29857,Bacteria
332,29868,Eukaryota
4510,29939,
5002,29947,Eukaryota
242,29948,Eukaryota
3295,29958,Eukaryota
5189,29962,Eukaryota
6860,30011,Eukaryota
2746,30013,Eukaryota
19,30025,Eukaryota
319,30031,Eukaryota
1520,30070,Eukaryota
4252,30078,Eukaryota
2102,30108,Eukaryota
1533,30128,Eukaryota
2103,30131,
6005,30140,Eukaryota
1456,30142,Eukaryota
4580,30153,Eukaryota
4150,30155,Eukaryota
1190,30164,Bacteria
3106,30165,Eukaryota
4023,30183,Eukaryota
1491,30184,Bacteria
546,30204,Eukaryota
662,30212,Eukaryota
620,30216,Eukaryota
2753,30224,Eukaryota
4094,30225,Eukaryota
2938,30247,Eukaryota
1405,30262,Bacteria
3298,30276,Eukaryota
5922,30295,Viruses
5971,30298,Bacteria
3987,30307,Eukaryota
6874,30352,Eukaryota
6567,30400,Eukaryota
1106,30414,Eukaryota
5662,30420,Bacteria
4547,30421,Eukaryota
5139,30438,Eukaryota
4910,30463,Eukaryota
5192,30473,Eukaryota
3191,30480,Eukaryota
6448,30488,Eukaryota
5488,30506,Eukaryota
6103,30511,Eukaryota
4526,30523,Eukaryota
329,30526,Eukaryota
6602,30556,Eukaryota
2309,30563,Eukaryota
6335,30565,Eukaryota
69,30587,Bacteria
1550,30601,Eukaryota
6454,30608,Eukaryota
6072,30621,Eukaryota
4318,30623,Eukaryota
3952,30625,Eukaryota
6575,30648,Eukaryota
6001,30656,Eukaryota
3232,30667,Eukaryota
5523,30680,Bacteria
5833,30681,Eukaryota
5390,30693,Bacteria
4792,30729,Eukaryota
6773,30773,Eukaryota
2190,30801,Eukaryota
5871,30806,Eukaryota
1129,30819,Eukaryota
590,30827,Eukaryota
272,30829,Bacteria
5327,30835,Eukaryota
2823,30841,Bacteria
3578,30842,Viruses
1313,30851,Eukaryota
3944,30858,Eukaryota
4180,30859,Eukaryota
5104,30867,Eukaryota
2165,30880,Eukaryota
5842,30928,Bacteria
558,30936,Eukaryota
4625,30945,Eukaryota
3922,30958,Eukaryota
2643,30959,Eukaryota
3300,30964,Eukaryota
1160,31034,Eukaryota
3978,31049,Eukaryota
60,31050,Eukaryota
4389,31060,Eukaryota
381,31077,Eukaryota
5860,31083,Eukaryota
2514,31093,Bacteria
1355,31100,Bacteria
3095,31110,Eukaryota
379,31117,Eukaryota
566,31123,Eukaryota
4137,31137,Eukaryota
506,31142,Eukaryota
6152,31143,Bacteria
4084,31181,Eukaryota
5346,31184,Bacteria
3761,31186,Eukaryota
3734,31230,Eukaryota
6571,31254,Eukaryota
327,31283,Eukaryota
1112,31315,
4513,31324,Eukaryota
6203,31370,Eukaryota
5196,31375,Eukaryota
2263,31380,Eukaryota
2810,31397,Eukaryota
2859,31401,Eukaryota
4479,31403,Eukaryota
1335,31407,Eukaryota
6450,31454,Bacteria
1277,31465,Eukaryota
5091,31521,Eukaryota
2931,31569,Eukaryota
1019,31570,Eukaryota
3265,31576,Bacteria
265,31578,Viruses
2570,31580,Eukaryota
996,31602,Eukaryota
2616,31603,Eukaryota
33,31629,Bacteria
1085,31638,Eukaryota
6277,31644,Eukaryota
4223,31658,Bacteria
208,31677,Eukaryota
6804,31705,Bacteria
1036,31708,Eukaryota
2566,31750,Bacteria
169,31787,Eukaryota
6381,31808,Eukaryota
6588,31811,Eukaryota
1372,31841,Eukaryota
1598,31863,Eukaryota
1586,31872,Eukaryota
2584,31897,Eukaryota
1011,31902,Eukaryota
3502,31903,Eukaryota
6129,31905,Eukaryota
3241,31910,Eukaryota
6553,31931,Eukaryota
5319,31943,
6785,31953,Bacteria
6202,31971,Eukaryota
5974,31972,Bacteria
1432,31986,Eukaryota
2232,31994,Bacteria
6408,32002,Bacteria
5724,32029,Eukaryota
2048,32034,Eukaryota
5292,32048,Eukaryota
4733,32050,Eukaryota
49,32054,
5959,32076,Eukaryota
5968,32080,
2494,32101,Eukaryota
3953,32103,Eukaryota
138,32114,Eukaryota
2224,32118,Bacteria
