sample	division	ntaxa	location_name	rank	sample_mosquito_species	kingdom
27606	CMS002_026c_Rb_S148_L004	club-mosses	0	West Valley	species	Aedes albopictus	Viridiplantae
27607	CMS002_026d_Rb_S149_L004	eudicots	7	West Valley	no rank	Aedes albopictus	Viridiplantae
27608	CMS002_026d_Rb_S149_L004	seed plants	0	West Valley	no rank	Aedes albopictus	Viridiplantae
27609	CMS002_026d_Rb_S149_L004	monocots	1	West Valley	species	Aedes albopictus	Viridiplantae
27610	CMS002_026d_Rb_S149_L004	flowering plants	1	West Valley	species	Aedes albopictus	Viridiplantae
27611	CMS002_026d_Rb_S149_L004	green algae	0	West Valley	species	Aedes albopictus	Viridiplantae
27612	CMS002_026d_Rb_S149_L004	green plants	0	West Valley	species	Aedes albopictus	Viridiplantae
27613	CMS002_026d_Rb_S149_L004	liverworts	0	West Valley	species	Aedes albopictus	Viridiplantae
27614	CMS002_026d_Rb_S149_L004	land plants	0	West Valley	no rank	Aedes albopictus	Viridiplantae
27615	CMS002_026d_Rb_S149_L004	club-mosses	0	West Valley	species	Aedes albopictus	Viridiplantae
27616	CMS002_026e_Rb_S150_L004	eudicots	3	NA	no rank	NA	Viridiplantae
27617	CMS002_026e_Rb_S150_L004	seed plants	0	NA	no rank	NA	Viridiplantae
27618	CMS002_026e_Rb_S150_L004	monocots	2	NA	species	NA	Viridiplantae
27619	CMS002_026e_Rb_S150_L004	flowering plants	0	NA	species	NA	Viridiplantae
27620	CMS002_026e_Rb_S150_L004	green algae	0	NA	species	NA	Viridiplantae
27621	CMS002_026e_Rb_S150_L004	green plants	0	NA	species	NA	Viridiplantae
27622	CMS002_026e_Rb_S150_L004	liverworts	0	NA	species	NA	Viridiplantae
27623	CMS002_026e_Rb_S150_L004	land plants	0	NA	no rank	NA	Viridiplantae
27624	CMS002_026e_Rb_S150_L004	club-mosses	0	NA	species	NA	Viridiplantae
27625	CMS002_027a_Rb_S152_L004	eudicots	0	West Valley	no rank	Culex quinquefasciatus	Viridiplantae
27626	CMS002_027a_Rb_S152_L004	seed plants	0	West Valley	no rank	Culex quinquefasciatus	Viridiplantae
27627	CMS002_027a_Rb_S152_L004	monocots	1	West Valley	species	Culex quinquefasciatus	Viridiplantae
27628	CMS002_027a_Rb_S152_L004	flowering plants	0	West Valley	species	Culex quinquefasciatus	Viridiplantae
27629	CMS002_027a_Rb_S152_L004	green algae	0	West Valley	species	Culex quinquefasciatus	Viridiplantae
27630	CMS002_027a_Rb_S152_L004	green plants	0	West Valley	species	Culex quinquefasciatus	Viridiplantae
27631	CMS002_027a_Rb_S152_L004	liverworts	0	West Valley	species	Culex quinquefasciatus	Viridiplantae
27632	CMS002_027a_Rb_S152_L004	land plants	0	West Valley	no rank	Culex quinquefasciatus	Viridiplantae
27633	CMS002_027a_Rb_S152_L004	club-mosses	0	West Valley	species	Culex quinquefasciatus	Viridiplantae
27634	CMS002_027b_Rb_S153_L004	eudicots	0	West Valley	no rank	Culex quinquefasciatus	Viridiplantae
27635	CMS002_027b_Rb_S153_L004	seed plants	0	West Valley	no rank	Culex quinquefasciatus	Viridiplantae
27636	CMS002_027b_Rb_S153_L004	monocots	0	West Valley	species	Culex quinquefasciatus	Viridiplantae
27637	CMS002_027b_Rb_S153_L004	flowering plants	0	West Valley	species	Culex quinquefasciatus	Viridiplantae
27638	CMS002_027b_Rb_S153_L004	green algae	0	West Valley	species	Culex quinquefasciatus	Viridiplantae
27639	CMS002_027b_Rb_S153_L004	green plants	0	West Valley	species	Culex quinquefasciatus	Viridiplantae
27640	CMS002_027b_Rb_S153_L004	liverworts	0	West Valley	species	Culex quinquefasciatus	Viridiplantae
27641	CMS002_027b_Rb_S153_L004	land plants	0	West Valley	no rank	Culex quinquefasciatus	Viridiplantae
27642	CMS002_027b_Rb_S153_L004	club-mosses	0	West Valley	species	Culex quinquefasciatus	Viridiplantae
27643	CMS002_028a_Rb_S154_L004	eudicots	1	West Valley	no rank	Culex erythrothorax	Viridiplantae
27644	CMS002_028a_Rb_S154_L004	seed plants	0	West Valley	no rank	Culex erythrothorax	Viridiplantae
27645	CMS002_028a_Rb_S154_L004	monocots	0	West Valley	species	Culex erythrothorax	Viridiplantae
27646	CMS002_028a_Rb_S154_L004	flowering plants	0	West Valley	species	Culex erythrothorax	Viridiplantae
27647	CMS002_028a_Rb_S154_L004	green algae	0	West Valley	species	Culex erythrothorax	Viridiplantae
27648	CMS002_028a_Rb_S154_L004	green plants	0	West Valley	species	Culex erythrothorax	Viridiplantae
27649	CMS002_028a_Rb_S154_L004	liverworts	0	West Valley	species	Culex erythrothorax	Viridiplantae
27650	CMS002_028a_Rb_S154_L004	land plants	0	West Valley	no rank	Culex erythrothorax	Viridiplantae
27651	CMS002_028a_Rb_S154_L004	club-mosses	0	West Valley	species	Culex erythrothorax	Viridiplantae
27652	CMS002_028b_Rb_S155_L004	eudicots	3	West Valley	no rank	Culex erythrothorax	Viridiplantae
27653	CMS002_028b_Rb_S155_L004	seed plants	0	West Valley	no rank	Culex erythrothorax	Viridiplantae
27654	CMS002_028b_Rb_S155_L004	monocots	0	West Valley	species	Culex erythrothorax	Viridiplantae
27655	CMS002_028b_Rb_S155_L004	flowering plants	0	West Valley	species	Culex erythrothorax	Viridiplantae
27656	CMS002_028b_Rb_S155_L004	green algae	1	West Valley	species	Culex erythrothorax	Viridiplantae
27657	CMS002_028b_Rb_S155_L004	green plants	0	West Valley	species	Culex erythrothorax	Viridiplantae
27658	CMS002_028b_Rb_S155_L004	liverworts	0	West Valley	species	Culex erythrothorax	Viridiplantae
27659	CMS002_028b_Rb_S155_L004	land plants	0	West Valley	no rank	Culex erythrothorax	Viridiplantae
27660	CMS002_028b_Rb_S155_L004	club-mosses	0	West Valley	species	Culex erythrothorax	Viridiplantae
27661	CMS002_028c_Rb_S156_L004	eudicots	16	West Valley	no rank	Culex erythrothorax	Viridiplantae
27662	CMS002_028c_Rb_S156_L004	seed plants	0	West Valley	no rank	Culex erythrothorax	Viridiplantae
27663	CMS002_028c_Rb_S156_L004	monocots	0	West Valley	species	Culex erythrothorax	Viridiplantae
27664	CMS002_028c_Rb_S156_L004	flowering plants	1	West Valley	species	Culex erythrothorax	Viridiplantae
27665	CMS002_028c_Rb_S156_L004	green algae	0	West Valley	species	Culex erythrothorax	Viridiplantae
27666	CMS002_028c_Rb_S156_L004	green plants	0	West Valley	species	Culex erythrothorax	Viridiplantae
27667	CMS002_028c_Rb_S156_L004	liverworts	0	West Valley	species	Culex erythrothorax	Viridiplantae
27668	CMS002_028c_Rb_S156_L004	land plants	0	West Valley	no rank	Culex erythrothorax	Viridiplantae
27669	CMS002_028c_Rb_S156_L004	club-mosses	0	West Valley	species	Culex erythrothorax	Viridiplantae
27670	CMS002_028d_Rb_S157_L004	eudicots	3	West Valley	no rank	Culex erythrothorax	Viridiplantae
27671	CMS002_028d_Rb_S157_L004	seed plants	0	West Valley	no rank	Culex erythrothorax	Viridiplantae
27672	CMS002_028d_Rb_S157_L004	monocots	0	West Valley	species	Culex erythrothorax	Viridiplantae
27673	CMS002_028d_Rb_S157_L004	flowering plants	0	West Valley	species	Culex erythrothorax	Viridiplantae
27674	CMS002_028d_Rb_S157_L004	green algae	0	West Valley	species	Culex erythrothorax	Viridiplantae
27675	CMS002_028d_Rb_S157_L004	green plants	0	West Valley	species	Culex erythrothorax	Viridiplantae
27676	CMS002_028d_Rb_S157_L004	liverworts	0	West Valley	species	Culex erythrothorax	Viridiplantae
27677	CMS002_028d_Rb_S157_L004	land plants	0	West Valley	no rank	Culex erythrothorax	Viridiplantae
27678	CMS002_028d_Rb_S157_L004	club-mosses	0	West Valley	species	Culex erythrothorax	Viridiplantae
27679	CMS002_028e_Rb_S158_L004	eudicots	8	West Valley	no rank	Culex erythrothorax	Viridiplantae
27680	CMS002_028e_Rb_S158_L004	seed plants	0	West Valley	no rank	Culex erythrothorax	Viridiplantae
27681	CMS002_028e_Rb_S158_L004	monocots	0	West Valley	species	Culex erythrothorax	Viridiplantae
27682	CMS002_028e_Rb_S158_L004	flowering plants	1	West Valley	species	Culex erythrothorax	Viridiplantae
27683	CMS002_028e_Rb_S158_L004	green algae	0	West Valley	species	Culex erythrothorax	Viridiplantae
27684	CMS002_028e_Rb_S158_L004	green plants	0	West Valley	species	Culex erythrothorax	Viridiplantae
27685	CMS002_028e_Rb_S158_L004	liverworts	0	West Valley	species	Culex erythrothorax	Viridiplantae
27686	CMS002_028e_Rb_S158_L004	land plants	0	West Valley	no rank	Culex erythrothorax	Viridiplantae
27687	CMS002_028e_Rb_S158_L004	club-mosses	0	West Valley	species	Culex erythrothorax	Viridiplantae
27688	CMS002_029a_Rb_S159_L004	eudicots	5	West Valley	no rank	Culex tarsalis	Viridiplantae
27689	CMS002_029a_Rb_S159_L004	seed plants	0	West Valley	no rank	Culex tarsalis	Viridiplantae
27690	CMS002_029a_Rb_S159_L004	monocots	2	West Valley	species	Culex tarsalis	Viridiplantae
27691	CMS002_029a_Rb_S159_L004	flowering plants	1	West Valley	species	Culex tarsalis	Viridiplantae
27692	CMS002_029a_Rb_S159_L004	green algae	0	West Valley	species	Culex tarsalis	Viridiplantae
27693	CMS002_029a_Rb_S159_L004	green plants	1	West Valley	species	Culex tarsalis	Viridiplantae
27694	CMS002_029a_Rb_S159_L004	liverworts	0	West Valley	species	Culex tarsalis	Viridiplantae
27695	CMS002_029a_Rb_S159_L004	land plants	0	West Valley	no rank	Culex tarsalis	Viridiplantae
27696	CMS002_029a_Rb_S159_L004	club-mosses	0	West Valley	species	Culex tarsalis	Viridiplantae
27697	CMS002_029b_Rb_S160_L004	eudicots	4	West Valley	no rank	Culex tarsalis	Viridiplantae
27698	CMS002_029b_Rb_S160_L004	seed plants	0	West Valley	no rank	Culex tarsalis	Viridiplantae
27699	CMS002_029b_Rb_S160_L004	monocots	2	West Valley	species	Culex tarsalis	Viridiplantae
27700	CMS002_029b_Rb_S160_L004	flowering plants	1	West Valley	species	Culex tarsalis	Viridiplantae
27701	CMS002_029b_Rb_S160_L004	green algae	0	West Valley	species	Culex tarsalis	Viridiplantae
27702	CMS002_029b_Rb_S160_L004	green plants	0	West Valley	species	Culex tarsalis	Viridiplantae
27703	CMS002_029b_Rb_S160_L004	liverworts	0	West Valley	species	Culex tarsalis	Viridiplantae
27704	CMS002_029b_Rb_S160_L004	land plants	0	West Valley	no rank	Culex tarsalis	Viridiplantae
27705	CMS002_029b_Rb_S160_L004	club-mosses	0	West Valley	species	Culex tarsalis	Viridiplantae
27706	CMS002_029c_Rb_S161_L004	eudicots	4	West Valley	no rank	Culex tarsalis	Viridiplantae
27707	CMS002_029c_Rb_S161_L004	seed plants	0	West Valley	no rank	Culex tarsalis	Viridiplantae
27708	CMS002_029c_Rb_S161_L004	monocots	1	West Valley	species	Culex tarsalis	Viridiplantae
27709	CMS002_029c_Rb_S161_L004	flowering plants	0	West Valley	species	Culex tarsalis	Viridiplantae
27710	CMS002_029c_Rb_S161_L004	green algae	0	West Valley	species	Culex tarsalis	Viridiplantae
27711	CMS002_029c_Rb_S161_L004	green plants	0	West Valley	species	Culex tarsalis	Viridiplantae
27712	CMS002_029c_Rb_S161_L004	liverworts	0	West Valley	species	Culex tarsalis	Viridiplantae
27713	CMS002_029c_Rb_S161_L004	land plants	0	West Valley	no rank	Culex tarsalis	Viridiplantae
27714	CMS002_029c_Rb_S161_L004	club-mosses	0	West Valley	species	Culex tarsalis	Viridiplantae
27715	CMS002_029d_Rb_S162_L004	eudicots	5	West Valley	no rank	Culex tarsalis	Viridiplantae
27716	CMS002_029d_Rb_S162_L004	seed plants	0	West Valley	no rank	Culex tarsalis	Viridiplantae
27717	CMS002_029d_Rb_S162_L004	monocots	0	West Valley	species	Culex tarsalis	Viridiplantae
27718	CMS002_029d_Rb_S162_L004	flowering plants	0	West Valley	species	Culex tarsalis	Viridiplantae
27719	CMS002_029d_Rb_S162_L004	green algae	0	West Valley	species	Culex tarsalis	Viridiplantae
27720	CMS002_029d_Rb_S162_L004	green plants	0	West Valley	species	Culex tarsalis	Viridiplantae
27721	CMS002_029d_Rb_S162_L004	liverworts	0	West Valley	species	Culex tarsalis	Viridiplantae
27722	CMS002_029d_Rb_S162_L004	land plants	0	West Valley	no rank	Culex tarsalis	Viridiplantae
27723	CMS002_029d_Rb_S162_L004	club-mosses	0	West Valley	species	Culex tarsalis	Viridiplantae
27724	CMS002_029e_Rb_S164_L004	eudicots	6	West Valley	no rank	Culex tarsalis	Viridiplantae
27725	CMS002_029e_Rb_S164_L004	seed plants	0	West Valley	no rank	Culex tarsalis	Viridiplantae
27726	CMS002_029e_Rb_S164_L004	monocots	2	West Valley	species	Culex tarsalis	Viridiplantae
27727	CMS002_029e_Rb_S164_L004	flowering plants	0	West Valley	species	Culex tarsalis	Viridiplantae
27728	CMS002_029e_Rb_S164_L004	green algae	0	West Valley	species	Culex tarsalis	Viridiplantae
27729	CMS002_029e_Rb_S164_L004	green plants	0	West Valley	species	Culex tarsalis	Viridiplantae
27730	CMS002_029e_Rb_S164_L004	liverworts	0	West Valley	species	Culex tarsalis	Viridiplantae
27731	CMS002_029e_Rb_S164_L004	land plants	0	West Valley	no rank	Culex tarsalis	Viridiplantae
27732	CMS002_029e_Rb_S164_L004	club-mosses	0	West Valley	species	Culex tarsalis	Viridiplantae
27733	CMS002_031a_Rb_S165_L004	eudicots	7	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27734	CMS002_031a_Rb_S165_L004	seed plants	0	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27735	CMS002_031a_Rb_S165_L004	monocots	6	Coachella Valley	species	Culex tarsalis	Viridiplantae
27736	CMS002_031a_Rb_S165_L004	flowering plants	1	Coachella Valley	species	Culex tarsalis	Viridiplantae
27737	CMS002_031a_Rb_S165_L004	green algae	1	Coachella Valley	species	Culex tarsalis	Viridiplantae
27738	CMS002_031a_Rb_S165_L004	green plants	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27739	CMS002_031a_Rb_S165_L004	liverworts	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27740	CMS002_031a_Rb_S165_L004	land plants	0	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27741	CMS002_031a_Rb_S165_L004	club-mosses	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27742	CMS002_032a_Rb_S166_L004	eudicots	16	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27743	CMS002_032a_Rb_S166_L004	seed plants	0	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27744	CMS002_032a_Rb_S166_L004	monocots	3	Coachella Valley	species	Culex tarsalis	Viridiplantae
27745	CMS002_032a_Rb_S166_L004	flowering plants	1	Coachella Valley	species	Culex tarsalis	Viridiplantae
27746	CMS002_032a_Rb_S166_L004	green algae	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27747	CMS002_032a_Rb_S166_L004	green plants	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27748	CMS002_032a_Rb_S166_L004	liverworts	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27749	CMS002_032a_Rb_S166_L004	land plants	0	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27750	CMS002_032a_Rb_S166_L004	club-mosses	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27751	CMS002_033a_Rb_S167_L004	eudicots	4	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27752	CMS002_033a_Rb_S167_L004	seed plants	0	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27753	CMS002_033a_Rb_S167_L004	monocots	3	Coachella Valley	species	Culex tarsalis	Viridiplantae
27754	CMS002_033a_Rb_S167_L004	flowering plants	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27755	CMS002_033a_Rb_S167_L004	green algae	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27756	CMS002_033a_Rb_S167_L004	green plants	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27757	CMS002_033a_Rb_S167_L004	liverworts	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27758	CMS002_033a_Rb_S167_L004	land plants	0	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27759	CMS002_033a_Rb_S167_L004	club-mosses	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27760	CMS002_034a_Rb_S168_L004	eudicots	13	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27761	CMS002_034a_Rb_S168_L004	seed plants	0	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27762	CMS002_034a_Rb_S168_L004	monocots	1	Coachella Valley	species	Culex tarsalis	Viridiplantae
27763	CMS002_034a_Rb_S168_L004	flowering plants	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27764	CMS002_034a_Rb_S168_L004	green algae	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27765	CMS002_034a_Rb_S168_L004	green plants	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27766	CMS002_034a_Rb_S168_L004	liverworts	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27767	CMS002_034a_Rb_S168_L004	land plants	0	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27768	CMS002_034a_Rb_S168_L004	club-mosses	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27769	CMS002_035a_Rb_S169_L004	eudicots	18	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27770	CMS002_035a_Rb_S169_L004	seed plants	0	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27771	CMS002_035a_Rb_S169_L004	monocots	4	Coachella Valley	species	Culex tarsalis	Viridiplantae
27772	CMS002_035a_Rb_S169_L004	flowering plants	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27773	CMS002_035a_Rb_S169_L004	green algae	1	Coachella Valley	species	Culex tarsalis	Viridiplantae
27774	CMS002_035a_Rb_S169_L004	green plants	1	Coachella Valley	species	Culex tarsalis	Viridiplantae
27775	CMS002_035a_Rb_S169_L004	liverworts	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27776	CMS002_035a_Rb_S169_L004	land plants	0	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27777	CMS002_035a_Rb_S169_L004	club-mosses	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27778	CMS002_036a_Rb_S170_L004	eudicots	10	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27779	CMS002_036a_Rb_S170_L004	seed plants	0	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27780	CMS002_036a_Rb_S170_L004	monocots	5	Coachella Valley	species	Culex tarsalis	Viridiplantae
27781	CMS002_036a_Rb_S170_L004	flowering plants	1	Coachella Valley	species	Culex tarsalis	Viridiplantae
27782	CMS002_036a_Rb_S170_L004	green algae	1	Coachella Valley	species	Culex tarsalis	Viridiplantae
27783	CMS002_036a_Rb_S170_L004	green plants	1	Coachella Valley	species	Culex tarsalis	Viridiplantae
27784	CMS002_036a_Rb_S170_L004	liverworts	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27785	CMS002_036a_Rb_S170_L004	land plants	0	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27786	CMS002_036a_Rb_S170_L004	club-mosses	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27787	CMS002_037a_Rb_S171_L004	eudicots	5	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27788	CMS002_037a_Rb_S171_L004	seed plants	0	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27789	CMS002_037a_Rb_S171_L004	monocots	2	Coachella Valley	species	Culex tarsalis	Viridiplantae
27790	CMS002_037a_Rb_S171_L004	flowering plants	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27791	CMS002_037a_Rb_S171_L004	green algae	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27792	CMS002_037a_Rb_S171_L004	green plants	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27793	CMS002_037a_Rb_S171_L004	liverworts	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27794	CMS002_037a_Rb_S171_L004	land plants	0	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27795	CMS002_037a_Rb_S171_L004	club-mosses	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27796	CMS002_038a_Rb_S172_L004	eudicots	6	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27797	CMS002_038a_Rb_S172_L004	seed plants	1	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27798	CMS002_038a_Rb_S172_L004	monocots	2	Coachella Valley	species	Culex tarsalis	Viridiplantae
27799	CMS002_038a_Rb_S172_L004	flowering plants	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27800	CMS002_038a_Rb_S172_L004	green algae	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27801	CMS002_038a_Rb_S172_L004	green plants	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27802	CMS002_038a_Rb_S172_L004	liverworts	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27803	CMS002_038a_Rb_S172_L004	land plants	0	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27804	CMS002_038a_Rb_S172_L004	club-mosses	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27805	CMS002_039a_Rb_S173_L004	eudicots	7	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27806	CMS002_039a_Rb_S173_L004	seed plants	0	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27807	CMS002_039a_Rb_S173_L004	monocots	2	Coachella Valley	species	Culex tarsalis	Viridiplantae
27808	CMS002_039a_Rb_S173_L004	flowering plants	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27809	CMS002_039a_Rb_S173_L004	green algae	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27810	CMS002_039a_Rb_S173_L004	green plants	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27811	CMS002_039a_Rb_S173_L004	liverworts	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27812	CMS002_039a_Rb_S173_L004	land plants	0	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27813	CMS002_039a_Rb_S173_L004	club-mosses	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27814	CMS002_040a_Rb_S174_L004	eudicots	4	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27815	CMS002_040a_Rb_S174_L004	seed plants	0	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27816	CMS002_040a_Rb_S174_L004	monocots	1	Coachella Valley	species	Culex tarsalis	Viridiplantae
27817	CMS002_040a_Rb_S174_L004	flowering plants	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27818	CMS002_040a_Rb_S174_L004	green algae	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27819	CMS002_040a_Rb_S174_L004	green plants	1	Coachella Valley	species	Culex tarsalis	Viridiplantae
27820	CMS002_040a_Rb_S174_L004	liverworts	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27821	CMS002_040a_Rb_S174_L004	land plants	0	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27822	CMS002_040a_Rb_S174_L004	club-mosses	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27823	CMS002_041a_Rb_S176_L004	eudicots	11	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27824	CMS002_041a_Rb_S176_L004	seed plants	2	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27825	CMS002_041a_Rb_S176_L004	monocots	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27826	CMS002_041a_Rb_S176_L004	flowering plants	1	Coachella Valley	species	Culex tarsalis	Viridiplantae
27827	CMS002_041a_Rb_S176_L004	green algae	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27828	CMS002_041a_Rb_S176_L004	green plants	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27829	CMS002_041a_Rb_S176_L004	liverworts	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27830	CMS002_041a_Rb_S176_L004	land plants	0	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27831	CMS002_041a_Rb_S176_L004	club-mosses	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27832	CMS002_042a_Rb_S177_L004	eudicots	4	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27833	CMS002_042a_Rb_S177_L004	seed plants	0	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27834	CMS002_042a_Rb_S177_L004	monocots	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27835	CMS002_042a_Rb_S177_L004	flowering plants	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27836	CMS002_042a_Rb_S177_L004	green algae	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27837	CMS002_042a_Rb_S177_L004	green plants	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27838	CMS002_042a_Rb_S177_L004	liverworts	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27839	CMS002_042a_Rb_S177_L004	land plants	0	Coachella Valley	no rank	Culex tarsalis	Viridiplantae
27840	CMS002_042a_Rb_S177_L004	club-mosses	0	Coachella Valley	species	Culex tarsalis	Viridiplantae
27841	CMS002_044a_Rb_S178_L004	eudicots	4	West Valley	no rank	Aedes aegypti	Viridiplantae
27842	CMS002_044a_Rb_S178_L004	seed plants	0	West Valley	no rank	Aedes aegypti	Viridiplantae
27843	CMS002_044a_Rb_S178_L004	monocots	0	West Valley	species	Aedes aegypti	Viridiplantae
27844	CMS002_044a_Rb_S178_L004	flowering plants	0	West Valley	species	Aedes aegypti	Viridiplantae
27845	CMS002_044a_Rb_S178_L004	green algae	0	West Valley	species	Aedes aegypti	Viridiplantae
27846	CMS002_044a_Rb_S178_L004	green plants	0	West Valley	species	Aedes aegypti	Viridiplantae
27847	CMS002_044a_Rb_S178_L004	liverworts	0	West Valley	species	Aedes aegypti	Viridiplantae
27848	CMS002_044a_Rb_S178_L004	land plants	0	West Valley	no rank	Aedes aegypti	Viridiplantae
27849	CMS002_044a_Rb_S178_L004	club-mosses	0	West Valley	species	Aedes aegypti	Viridiplantae
27850	CMS002_044b_Rb_S179_L004	eudicots	0	West Valley	no rank	Aedes aegypti	Viridiplantae
27851	CMS002_044b_Rb_S179_L004	seed plants	0	West Valley	no rank	Aedes aegypti	Viridiplantae
27852	CMS002_044b_Rb_S179_L004	monocots	0	West Valley	species	Aedes aegypti	Viridiplantae
27853	CMS002_044b_Rb_S179_L004	flowering plants	0	West Valley	species	Aedes aegypti	Viridiplantae
27854	CMS002_044b_Rb_S179_L004	green algae	0	West Valley	species	Aedes aegypti	Viridiplantae
27855	CMS002_044b_Rb_S179_L004	green plants	0	West Valley	species	Aedes aegypti	Viridiplantae
27856	CMS002_044b_Rb_S179_L004	liverworts	0	West Valley	species	Aedes aegypti	Viridiplantae
27857	CMS002_044b_Rb_S179_L004	land plants	0	West Valley	no rank	Aedes aegypti	Viridiplantae
27858	CMS002_044b_Rb_S179_L004	club-mosses	0	West Valley	species	Aedes aegypti	Viridiplantae
27859	CMS002_044c_Rb_S180_L004	eudicots	2	West Valley	no rank	Aedes aegypti	Viridiplantae
27860	CMS002_044c_Rb_S180_L004	seed plants	0	West Valley	no rank	Aedes aegypti	Viridiplantae
27861	CMS002_044c_Rb_S180_L004	monocots	0	West Valley	species	Aedes aegypti	Viridiplantae
27862	CMS002_044c_Rb_S180_L004	flowering plants	0	West Valley	species	Aedes aegypti	Viridiplantae
27863	CMS002_044c_Rb_S180_L004	green algae	1	West Valley	species	Aedes aegypti	Viridiplantae
27864	CMS002_044c_Rb_S180_L004	green plants	0	West Valley	species	Aedes aegypti	Viridiplantae
