NewIDseqName,OldIDseqName,czbiohub-mosquito_sequences_id,raw_sequence_run_directory,host,sample_type,nucleotide_type,collection_date,collection_lat,collection_long,Habitat,Population,collected_by,preservation_method,sex,life_stage,visual_genus,visual_species,compute_genus,compute_species,blood_fed,sample_unit,known_organism,detection_method,library_prep,sequencer,rna_dna_input_ng,library_prep_batch,extraction_batch,Notes:,Genus_test,Species_test,
CMS002_026e_Rb_S150_L004,CMS_002_26e_Rb_S150_L004,CMS_002_26e_Rb_S150_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_26c_Rb_S148_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-08-29T00:00:00Z,34.155852,-117.666926,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,albopictus,Aedes,albopictus,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,27.44,NA,051818_2,Mosquito selected from a pool of 5 mosquitoes; tube contained beads and broken up parts ,1,1,
CMS002_027a_Rb_S152_L004,CMS_002_27a_Rb_S152_L004,CMS_002_27a_Rb_S152_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_26d_Rb_S149_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-15T00:00:00Z,34.150853,-117.642917,Residential,Suburban,WVAL ,OVI,NA,NA,Culex,quinquefasciatus,Culex,quinquefasciatus,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,189.6,NA,051818_2,Mosquito selected from a pool of 8 mosquitoes ,1,1,
CMS002_027b_Rb_S153_L004,CMS_002_27b_Rb_S153_L004,CMS_002_27b_Rb_S153_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_26e_Rb_S150_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-15T00:00:00Z,34.150853,-117.642917,Residential,Suburban,WVAL ,OVI,NA,NA,Culex,quinquefasciatus,Culex,quinquefasciatus,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,191.2,NA,051818_2,Mosquito selected from a pool of 8 mosquitoes ,1,1,
CMS002_028a_Rb_S154_L004,CMS_002_28a_Rb_S154_L004,CMS_002_28a_Rb_S154_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_Water3_Rb_S151_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-15T00:00:00Z,33.935,-117.655833,Marsh/Swamp,Rural,WVAL ,EVS,NA,NA,Culex,erythrothorax,Culex,erythrothorax,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,82.4,NA,051818_2,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_028b_Rb_S155_L004,CMS_002_28b_Rb_S155_L004,CMS_002_28b_Rb_S155_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_27a_Rb_S152_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-15T00:00:00Z,33.935,-117.655833,Marsh/Swamp,Rural,WVAL ,EVS,NA,NA,Culex,erythrothorax,Culex,erythrothorax,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,104.8,NA,051818_2,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_028c_Rb_S156_L004,CMS_002_28c_Rb_S156_L004,CMS_002_28c_Rb_S156_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_27b_Rb_S153_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-15T00:00:00Z,33.935,-117.655833,Marsh/Swamp,Rural,WVAL ,EVS,NA,NA,Culex,erythrothorax,Culex,erythrothorax,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,48.4,NA,051818_2,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_028d_Rb_S157_L004,CMS_002_28d_Rb_S157_L004,CMS_002_28d_Rb_S157_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_28a_Rb_S154_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-15T00:00:00Z,33.935,-117.655833,Marsh/Swamp,Rural,WVAL ,EVS,NA,NA,Culex,erythrothorax,Culex,erythrothorax,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,57.2,NA,051818_2,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_028e_Rb_S158_L004,CMS_002_28e_Rb_S158_L004,CMS_002_28e_Rb_S158_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_28b_Rb_S155_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-15T00:00:00Z,33.935,-117.655833,Marsh/Swamp,Rural,WVAL ,EVS,NA,NA,Culex,erythrothorax,Culex,erythrothorax,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,79.6,NA,051818_2,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_029a_Rb_S159_L004,CMS_002_29a_Rb_S159_L004,CMS_002_29a_Rb_S159_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_28c_Rb_S156_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-15T00:00:00Z,33.925833,-117.659722,Residential,Suburban,WVAL ,EVS,NA,NA,Culex,tarsalis,Culex,tarsalis,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,121.6,NA,051818_2,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_029b_Rb_S160_L004,CMS_002_29b_Rb_S160_L004,CMS_002_29b_Rb_S160_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_28d_Rb_S157_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-15T00:00:00Z,33.925833,-117.659722,Residential,Suburban,WVAL ,EVS,NA,NA,Culex,tarsalis,Culex,tarsalis,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,179.2,NA,051818_2,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_029c_Rb_S161_L004,CMS_002_29c_Rb_S161_L004,CMS_002_29c_Rb_S161_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_28e_Rb_S158_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-15T00:00:00Z,33.925833,-117.659722,Residential,Suburban,WVAL ,EVS,NA,NA,Culex,tarsalis,Culex,tarsalis,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,179.2,NA,051818_2,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_029d_Rb_S162_L004,CMS_002_29d_Rb_S162_L004,CMS_002_29d_Rb_S162_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_29a_Rb_S159_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-15T00:00:00Z,33.925833,-117.659722,Residential,Suburban,WVAL ,EVS,NA,NA,Culex,tarsalis,Culex,tarsalis,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,116.8,NA,051818_2,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_029e_Rb_S164_L004,CMS_002_29e_Rb_S164_L004,CMS_002_29e_Rb_S164_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_29b_Rb_S160_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-15T00:00:00Z,33.925833,-117.659722,Residential,Suburban,WVAL ,EVS,female,NA,Culex,tarsalis,Culex,tarsalis,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,47.2,NA,052018_1,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_031a_Rb_S165_L004,CMS_002_31a_Rb_S165_L004,CMS_002_31a_Rb_S165_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_29c_Rb_S161_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-07T00:00:00Z,33.516797,-116.082468,Marsh; Undeveloped,Rural,COAV,CO2,female,NA,Culex,tarsalis,Culex,tarsalis,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,27.68,NA,052018_1,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_032a_Rb_S166_L004,CMS_002_32a_Rb_S166_L004,CMS_002_32a_Rb_S166_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_29d_Rb_S162_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-07T00:00:00Z,33.516797,-116.082468,Marsh; Undeveloped,Rural,COAV,CO2,male,NA,Culex,tarsalis,Culex,tarsalis,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,20,NA,052018_1,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_033a_Rb_S167_L004,CMS_002_33a_Rb_S167_L004,CMS_002_33a_Rb_S167_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_Water4_Rb_S163_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-07T00:00:00Z,33.569223,-116.079206,Residential; Undeveloped,Suburban,COAV,CO2,female,NA,Culex,tarsalis,Culex,tarsalis,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,58,NA,052018_1,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_034a_Rb_S168_L004,CMS_002_34a_Rb_S168_L004,CMS_002_34a_Rb_S168_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_29e_Rb_S164_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-07T00:00:00Z,33.569223,-116.079206,Residential; Undeveloped,Suburban,COAV,CO2,male,NA,Culex,tarsalis,Culex,tarsalis,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,39.84,NA,052018_1,Mosquito selected from a pool of 4 mosquitoes ,1,1,
CMS002_035a_Rb_S169_L004,CMS_002_35a_Rb_S169_L004,CMS_002_35a_Rb_S169_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_31a_Rb_S165_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-07T00:00:00Z,33.539988,-116.078863,Agriculture; Marsh; Undeveloped,Rural,COAV,CO2,female,NA,Culex,tarsalis,Culex,tarsalis,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,30.32,NA,052018_1,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_036a_Rb_S170_L004,CMS_002_36a_Rb_S170_L004,CMS_002_36a_Rb_S170_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_32a_Rb_S166_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-07T00:00:00Z,33.539988,-116.078863,Agriculture; Marsh; Undeveloped,Rural,COAV,CO2,male,NA,Culex,tarsalis,Culex,tarsalis,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,NA,NA,052018_1,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_037a_Rb_S171_L004,CMS_002_37a_Rb_S171_L004,CMS_002_37a_Rb_S171_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_33a_Rb_S167_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-07T00:00:00Z,33.463593,-116.074278,Agriculture; Marsh; Undeveloped,Rural,COAV,CO2,female,NA,Culex,tarsalis,Culex,tarsalis,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,73.2,NA,052018_1,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_038a_Rb_S172_L004,CMS_002_38a_Rb_S172_L004,CMS_002_38a_Rb_S172_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_34a_Rb_S168_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-07T00:00:00Z,33.52908,-116.035213,Agriculture; Marsh; Undeveloped,Rural,COAV,CO2,female,NA,Culex,tarsalis,Culex,tarsalis,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,31.12,NA,052018_1,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_039a_Rb_S173_L004,CMS_002_39a_Rb_S173_L004,CMS_002_39a_Rb_S173_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_35a_Rb_S169_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-07T00:00:00Z,33.532468,-116.060957,Marsh; Undeveloped,Rural,COAV,CO2,female,NA,Culex,tarsalis,Culex,tarsalis,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,28.72,NA,052018_1,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_040a_Rb_S174_L004,CMS_002_40a_Rb_S174_L004,CMS_002_40a_Rb_S174_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_36a_Rb_S170_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-07T00:00:00Z,33.532468,-116.060957,Marsh; Undeveloped,Rural,COAV,CO2,male,NA,Culex,tarsalis,Culex,tarsalis,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,31.12,NA,052018_1,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_041a_Rb_S176_L004,CMS_002_41a_Rb_S176_L004,CMS_002_41a_Rb_S176_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_37a_Rb_S171_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-07T00:00:00Z,33.510767,-115.920793,Marsh; Undeveloped,Rural,COAV,CO2,female,NA,Culex,tarsalis,Culex,tarsalis,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,20.72,NA,052118_1,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_042a_Rb_S177_L004,CMS_002_42a_Rb_S177_L004,CMS_002_42a_Rb_S177_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_38a_Rb_S172_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-07T00:00:00Z,33.525475,-115.956632,Agriculture; Marsh; Undeveloped,Rural,COAV,CO2,female,NA,Culex,tarsalis,Culex,tarsalis,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,54.4,NA,052118_1,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_044a_Rb_S178_L004,CMS_002_44a_Rb_S178_L004,CMS_002_44a_Rb_S178_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_39a_Rb_S173_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-08-23T00:00:00Z,33.954531,-117.692953,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,aegypti,Aedes,aegypti,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,41.6,NA,052118_1,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_044b_Rb_S179_L004,CMS_002_44b_Rb_S179_L004,CMS_002_44b_Rb_S179_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_40a_Rb_S174_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-08-23T00:00:00Z,33.954531,-117.692953,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,aegypti,Aedes,aegypti,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,16,NA,052118_1,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_044c_Rb_S180_L004,CMS_002_44c_Rb_S180_L004,CMS_002_44c_Rb_S180_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_Water5_Rb_S175_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-08-23T00:00:00Z,33.954531,-117.692953,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,aegypti,Aedes,aegypti,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,74.8,NA,052118_1,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_044d_Rb_S181_L004,CMS_002_44d_Rb_S181_L004,CMS_002_44d_Rb_S181_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_41a_Rb_S176_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-08-23T00:00:00Z,33.954531,-117.692953,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,aegypti,Aedes,aegypti,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,31.04,NA,052118_1,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_044e_Rb_S182_L004,CMS_002_44e_Rb_S182_L004,CMS_002_44e_Rb_S182_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_42a_Rb_S177_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-08-23T00:00:00Z,33.954531,-117.692953,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,aegypti,Aedes,aegypti,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,NA,NA,052118_1,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_045a_Rb_S183_L004,CMS_002_45a_Rb_S183_L004,CMS_002_45a_Rb_S183_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_44a_Rb_S178_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-10-24T00:00:00Z,34.151881,-117.66295,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,albopictus,Aedes,albopictus,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,69.2,NA,052118_1,Mosquito selected from a pool of 7 mosquitoes ,1,1,
CMS002_045b_Rb_S184_L004,CMS_002_45b_Rb_S184_L004,CMS_002_45b_Rb_S184_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_44b_Rb_S179_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-10-24T00:00:00Z,34.151881,-117.66295,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,albopictus,Aedes,albopictus,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,16.8,NA,052118_1,Mosquito selected from a pool of 7 mosquitoes ,1,1,
CMS002_045c_Rb_S185_L004,CMS_002_45c_Rb_S185_L004,CMS_002_45c_Rb_S185_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_44c_Rb_S180_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-10-24T00:00:00Z,34.151881,-117.66295,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,albopictus,Aedes,albopictus,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,NA,NA,052118_1,Mosquito selected from a pool of 7 mosquitoes ,1,1,
CMS002_045d_Rb_S186_L004,CMS_002_45d_Rb_S186_L004,CMS_002_45d_Rb_S186_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_44d_Rb_S181_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-10-24T00:00:00Z,34.151881,-117.66295,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,albopictus,Aedes,albopictus,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,26.96,NA,052118_1,Mosquito selected from a pool of 7 mosquitoes ,1,1,
CMS002_045e_Rb_S188_L004,CMS_002_45e_Rb_S188_L004,CMS_002_45e_Rb_S188_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_44e_Rb_S182_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-10-24T00:00:00Z,34.151881,-117.66295,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,albopictus,Aedes,albopictus,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,NA,NA,052118_2,Mosquito selected from a pool of 7 mosquitoes ,1,1,
CMS002_045f_Rb_S189_L004,CMS_002_45f_Rb_S189_L004,CMS_002_45f_Rb_S189_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_45a_Rb_S183_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-10-24T00:00:00Z,34.151881,-117.66295,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,albopictus,Aedes,albopictus,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,NA,NA,052118_2,Mosquito selected from a pool of 7 mosquitoes ,1,1,
CMS002_045g_Rb_S190_L004,CMS_002_45g_Rb_S190_L004,CMS_002_45g_Rb_S190_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_45b_Rb_S184_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-10-24T00:00:00Z,34.151881,-117.66295,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,albopictus,Aedes,albopictus,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,21.6,NA,052118_2,Mosquito selected from a pool of 7 mosquitoes ,1,1,
CMS002_046a_Rb_S191_L004,CMS_002_46a_Rb_S191_L004,CMS_002_46a_Rb_S191_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_45c_Rb_S185_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-29T00:00:00Z,33.9725,-117.714444,Residential,Suburban,WVAL ,OVI,NA,NA,Culex,quinquefasciatus,Culex,quinquefasciatus,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,88.8,NA,052118_2,Mosquito selected from a pool of 5 mosquitoes; tube contained beads and broken up parts ,1,1,
CMS002_046b_Rb_S192_L004,CMS_002_46b_Rb_S192_L004,CMS_002_46b_Rb_S192_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_45d_Rb_S186_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-29T00:00:00Z,33.9725,-117.714444,Residential,Suburban,WVAL ,OVI,NA,NA,Culex,quinquefasciatus,Culex,quinquefasciatus,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,88.8,NA,052118_2,Mosquito selected from a pool of 5 mosquitoes; tube contained beads and broken up parts ,1,1,
CMS002_047a_Rb_S193_L004,CMS_002_47a_Rb_S193_L004,CMS_002_47a_Rb_S193_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_Water6_Rb_S187_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-29T00:00:00Z,33.93778,-117.633056,Marsh/Swamp,Rural,WVAL ,EVS,NA,NA,Culex,erythrothorax,Culex,erythrothorax,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,70.8,NA,052118_2,Mosquito selected from a pool of 5 mosquitoes; tube contained beads and broken up parts ,1,1,
CMS002_047b_Rb_S194_L004,CMS_002_47b_Rb_S194_L004,CMS_002_47b_Rb_S194_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_45e_Rb_S188_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-29T00:00:00Z,33.93778,-117.633056,Marsh/Swamp,Rural,WVAL ,EVS,NA,NA,Culex,erythrothorax,Culex,erythrothorax,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,NA,NA,052118_2,Mosquito selected from a pool of 10 mosquitoesMosquito selected from a pool of 5 mosquitoes; tube contained beads and broken up parts  ,1,1,
CMS002_047c_Rb_S195_L004,CMS_002_47c_Rb_S195_L004,CMS_002_47c_Rb_S195_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_45f_Rb_S189_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-29T00:00:00Z,33.93778,-117.633056,Marsh/Swamp,Rural,WVAL ,EVS,NA,NA,Culex,erythrothorax,Culex,erythrothorax,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,37.04,NA,052118_2,Mosquito selected from a pool of 10 mosquitoesMosquito selected from a pool of 5 mosquitoes; tube contained beads and broken up parts  ,1,1,
